sentence1,sentence2,label
" It's assumed that if you mess with someone, you mess with their whole family.",Their whole family lives in a different country.,0
" It's assumed that if you mess with someone, you mess with their whole family.",You are in the mafia.,1
" It's assumed that if you mess with someone, you mess with their whole family.",The person is an orphan.,0
" It's assumed that if you mess with someone, you mess with their whole family.",The person has a lot of siblings.,1
" It's assumed that if you mess with someone, you mess with their whole family.",They were taken by CPS and are currently in foster care.,0
" It's assumed that if you mess with someone, you mess with their whole family.",Their family is close-knit and all lives in the same area.,1
" It's assumed that if you mess with someone, you mess with their whole family.",They've been disowned by their family.,0
" It's assumed that if you mess with someone, you mess with their whole family.",They have a very close knit family.,1
" It's assumed that if you mess with someone, you mess with their whole family.",You are the Godfather.,0
" It's assumed that if you mess with someone, you mess with their whole family.",You are up against the mob.,1
 Ending a friendship can be hurtful.,The friendship was very new.,0
 Ending a friendship can be hurtful.,You were extremely close to each other.,1
 Ending a friendship can be hurtful.,You are the one ending it and it has been an abusive friendship.,0
 Ending a friendship can be hurtful.,You don't want it to end but the other person does.,1
 Ending a friendship can be hurtful.,They cheated on you with your spouse.,0
 Ending a friendship can be hurtful.,You're graduating college and moving on.,1
 Ending a friendship can be hurtful.,Your friend is very toxic,0
 Ending a friendship can be hurtful.,You have been friends wing them for years,1
 Ending a friendship can be hurtful.,you do so respectfully.,0
 Ending a friendship can be hurtful.,one person doesn't want to move on.,1
 It is rude to not follow the rules of a business while you are in it.,you are the CEO.,0
 It is rude to not follow the rules of a business while you are in it.,you intend to keep you job.,1
 It is rude to not follow the rules of a business while you are in it.,the business has no rules.,0
 It is rude to not follow the rules of a business while you are in it.,you want to keep your job.,1
 It is rude to not follow the rules of a business while you are in it.,You own the business.,0
 It is rude to not follow the rules of a business while you are in it.,You want to keep going back there.,1
 It is rude to not follow the rules of a business while you are in it.,You are the owner of the business.,0
 It is rude to not follow the rules of a business while you are in it.,You are a visitor there.,1
 It is rude to not follow the rules of a business while you are in it.,You want to be allowed back.,1
 You should respect the works created with your old band and not perform them in your new band.,You have their blessings.,0
 You should respect the works created with your old band and not perform them in your new band.,The other band members are not getting paid for it.,1
 You should respect the works created with your old band and not perform them in your new band.,You have permission.,0
 You should respect the works created with your old band and not perform them in your new band.,You got kicked out of that band.,1
 You should respect the works created with your old band and not perform them in your new band.,you have the old band's blessing,0
 You should respect the works created with your old band and not perform them in your new band.,the old band owns the rights to the old material,1
 You should respect the works created with your old band and not perform them in your new band.,you have a signed release from your old band.,0
 You should respect the works created with your old band and not perform them in your new band.,the old band owns the copyright.,1
 You should respect the works created with your old band and not perform them in your new band.,You get permission.,0
 You should respect the works created with your old band and not perform them in your new band.,They are copyrighted.,1
 It is wrong to be rude.,someone is rude to you first,0
 It is wrong to be rude.,you don't want to offend people,1
 It is wrong to be rude.,You're talking to a friend.,1
 It is wrong to be rude.,The person was rude to you first.,0
 It is wrong to be rude.,You are working in customer service.,1
 It is wrong to be rude.,You need to put someone in their place,0
 It is wrong to be rude.,They didn’t deserve it,1
 It is wrong to be rude.,you are telling off a bully,0
 It is wrong to be rude.,you are at a crowded church,1
" When you are working, it is accepted that you will do whatever you can for the customers.",The customer is stealing from the store,0
" When you are working, it is accepted that you will do whatever you can for the customers.",The customer is a regular at the store,1
" When you are working, it is accepted that you will do whatever you can for the customers.",You have to neglect your work responsibilities in order to help.,0
" When you are working, it is accepted that you will do whatever you can for the customers.",You are quilified in what they need help in.,1
" When you are working, it is accepted that you will do whatever you can for the customers.",You are in Human Resources and deal with the employees and not customers.,0
" When you are working, it is accepted that you will do whatever you can for the customers.",You work in retail.,1
" When you are working, it is accepted that you will do whatever you can for the customers.",The customer wants you to break the law.,0
" When you are working, it is accepted that you will do whatever you can for the customers.",You want to remain employed at your current job.,1
" When you are working, it is accepted that you will do whatever you can for the customers.",They make a completely unreasonable demand that's beyond the scope of what you can do.,0
" When you are working, it is accepted that you will do whatever you can for the customers.",You want them to become a repeat customer.,1
 It's expected that you use specific items to hold up curtains.,You prefer blinds instead.,0
 It's expected that you use specific items to hold up curtains.,Your apartment came with curtain rods built in.,1
 It's expected that you use specific items to hold up curtains.,You have no money.,0
 It's expected that you use specific items to hold up curtains.,You work at a home goods store.,1
 It's expected that you use specific items to hold up curtains.,You want to do something original and creative.,0
 It's expected that you use specific items to hold up curtains.,You are a landlord.,1
 It's expected that you use specific items to hold up curtains.,something else does it just fine.,0
 It's expected that you use specific items to hold up curtains.,it will not hold with something else.,1
 It's expected that you use specific items to hold up curtains.,There are no windows in the house at all,0
 It's expected that you use specific items to hold up curtains.,You have a very nice house and use an interior decorator,1
 It's okay to want a new laptop.,You just bought one.,0
 It's okay to want a new laptop.,Yours is ten years old.,1
 It's okay to want a new laptop.,You just bought a brand new one that works perfectly.,0
 It's okay to want a new laptop.,Your laptop is extremely slow.,1
 It's okay to want a new laptop.,You don't have a lot of money and your current laptop still works.,0
 It's okay to want a new laptop.,Your current laptop is broken.,1
 It's okay to want a new laptop.,the one you have is just fine.,0
 It's okay to want a new laptop.,the old one you had stopped functioning.,1
 It's okay to want a new laptop.,Unless your old laptop isn't that old.,0
 It's okay to want a new laptop.,Especially if your old laptop is quite outdated.,1
 You should never make fun of someone for their appearance.,You are one of the judges in the 'Ugliest Dog' Contest.,0
 You should never make fun of someone for their appearance.,You yourself could look a lot better too.,1
 You should never make fun of someone for their appearance.,They are a clown trying to make people laugh.,0
 You should never make fun of someone for their appearance.,They have been badly burned in a fire.,1
 You should never make fun of someone for their appearance.,They have a physical or mental handicap.,1
 You should never make fun of someone for their appearance.,You are a professional comedian and it is part of your routine.,0
 You should never make fun of someone for their appearance.,The person's feelings will be hurt by your comments.,1
 You should never make fun of someone for their appearance.,They're a professional clown.,0
 You should never make fun of someone for their appearance.,They can't afford better clothing.,1
 You shouldn't make unreasonable demands of your care giver.,that is the job that they are getting paid to do.,0
 You shouldn't make unreasonable demands of your care giver.,you want them to keep working for you.,1
 You shouldn't make unreasonable demands of your care giver.,your caregiver thinks that all demands are unreasonable,0
 You shouldn't make unreasonable demands of your care giver.,your caregiver is a close loved one.,1
 You shouldn't make unreasonable demands of your care giver.,They don't have time for your demands.,1
 You shouldn't make unreasonable demands of your care giver.,You only have several days to live,0
 You shouldn't make unreasonable demands of your care giver.,The demands are very expensive,1
 You shouldn't make unreasonable demands of your care giver.,they are never doing their job as described.,0
 You shouldn't make unreasonable demands of your care giver.,they always do a great job caring for you.,1
 It's expected that people in a club treat each other politely.,they are getting violent with you.,0
 It's expected that people in a club treat each other politely.,you're all there for the same event.,1
 It's expected that people in a club treat each other politely.,it's a mosh pit.,0
 It's expected that people in a club treat each other politely.,they are adults.,1
 It's expected that people in a club treat each other politely.,Someone in the club breaks the rules and hurts the others and has to go.,0
 It's expected that people in a club treat each other politely.,You want there to be harmony and cohesiveness in  the club.,1
 It's expected that people in a club treat each other politely.,there is no need to act aggressively.,1
 It's expected that people in a club treat each other politely.,Someone has been spreading rumors of you behind your back.,0
 It's expected that people in a club treat each other politely.,You want to stay a part of the club for a long time to come.,1
 It's OK to tell people no.,you are capable and willing to help them.,0
 It's OK to tell people no.,you are in the hospital and not able to help.,1
 It's OK to tell people no.,You are denying them their rights,0
 It's OK to tell people no.,You are not comfortable with the situation,1
 It's OK to tell people no.,Your young child is asking for help getting buckled into their seatbelt.,0
 It's OK to tell people no.,You don't have time to help them out.,1
 It's OK to tell people no.,they are a paying customer wanting service,0
 It's OK to tell people no.,they are refusing to pay for service,1
 It's OK to tell people no.,Your job is to say yes.,0
 It's OK to tell people no.,You're a parent talking to your child.,1
 It's OK to joke with friends.,It is an inappropriate joke.,0
 It's OK to joke with friends.,They have the same sense of humor as you.,1
 It's OK to joke with friends.,You are disguising aggression.,0
 It's OK to joke with friends.,They joke back.,1
 It's OK to joke with friends.,they don't find it funny.,0
 It's OK to joke with friends.,you are at a party and everybody is having a good time.,1
 It's OK to joke with friends.,They are facing criminal charges.,0
 It's OK to joke with friends.,You're watching a comedy on television.,1
 It's OK to joke with friends.,they are super sensitive.,0
 It's OK to joke with friends.,you want to share a laugh.,1
 It's wrong to create a false positive attitude.,You are trying to avoid being abused,0
 It's wrong to create a false positive attitude.,A psychologist is trying to help you,1
 It's wrong to create a false positive attitude.,You are putting on a brave face for your kids.,0
 It's wrong to create a false positive attitude.,Your therapist can't help you while you lie to yourself.,1
 It's wrong to create a false positive attitude.,You're at a job you don't like and must be courteous to difficult customers anyway.,0
 It's wrong to create a false positive attitude.,You value honest and integrity in your relationship.,1
 It's wrong to create a false positive attitude.,You're trying to brighten up a child.,0
 It's wrong to create a false positive attitude.,Everyone knows it's fake.,1
 It's wrong to create a false positive attitude.,It makes you feel better about yourself.,0
 It's wrong to create a false positive attitude.,It covers up the truth of the matter.,1
 You should talk things over with your partner about their child.,Their child is an adult.,0
 You should talk things over with your partner about their child.,Their is a fixable problem.,1
 You should talk things over with your partner about their child.,The child lives with you,1
 You should talk things over with your partner about their child.,Your partner has run off with another woman and you have no idea where he is.,0
 You should talk things over with your partner about their child.,You and your partner have a joint custody agreement.,1
 You should talk things over with your partner about their child.,The child is a grown adult who lives on their own.,0
 You should talk things over with your partner about their child.,The child tears things up at home.,1
 It's understandable if you don't want to go to a holiday dinner.,You're hosting the dinner.,0
 It's understandable if you don't want to go to a holiday dinner.,The dinner is being hosted by family that you don't like.,1
 It's understandable if you don't want to go to a holiday dinner.,You are the one who planned the holiday dinner.,0
 It's understandable if you don't want to go to a holiday dinner.,You don't get along with your family.,1
 It's understandable if you don't want to go to a holiday dinner.,You are the guest of honor.,0
 It's understandable if you don't want to go to a holiday dinner.,There is a blizzard that makes it dangerous.,1
 It's understandable if you don't want to go to a holiday dinner.,You are in charge of preparing the dinner.,0
 It's understandable if you don't want to go to a holiday dinner.,Your family is toxic and abusive.,1
 It's understandable if you don't want to go to a holiday dinner.,You are the one hosting the holiday dinner.,0
 It's understandable if you don't want to go to a holiday dinner.,You are sick with the flu.,1
 You shouldn't cheat on your husband.,you don't care about his feelings.,0
 You shouldn't cheat on your husband.,you want the relationship to last.,1
 You shouldn't cheat on your husband.,he's cheating on you.,0
 You shouldn't cheat on your husband.,you don't want him to cheat on you.,1
 You shouldn't cheat on your husband.,You love your husband and value your relationship.,1
 You shouldn't cheat on your husband.,Your husband is abusive,0
 You shouldn't cheat on your husband.,Your husband is a loving man and father,1
 You shouldn't cheat on your husband.,Its an open relationship and everyone understands,0
 You shouldn't cheat on your husband.,You want to maintain faithfulness,1
 It is unacceptable to send your nudes to your ex-boyfriend.,You still have feelings for him,0
 It is unacceptable to send your nudes to your ex-boyfriend.,You are in a new relationship,1
 It is unacceptable to send your nudes to your ex-boyfriend.,You're trying to flirt with him.,0
 It is unacceptable to send your nudes to your ex-boyfriend.,He's in a monogamous relationship with someone else.,1
 It is unacceptable to send your nudes to your ex-boyfriend.,They have asked for them and you are not in a relationship,0
 It is unacceptable to send your nudes to your ex-boyfriend.,You have a new boyfriend,1
 It is rude to ignore someone when they expect a reply.,They are asking inappropriate questions.,0
 It is rude to ignore someone when they expect a reply.,There is a deadline they need the answer by.,1
 It is rude to ignore someone when they expect a reply.,You're not sure how to respond yet.,0
 It is rude to ignore someone when they expect a reply.,You know they're waiting for your reply before they can leave.,1
 It is rude to ignore someone when they expect a reply.,You are in the middle of giving birth.,0
 It is rude to ignore someone when they expect a reply.,They asked you to reply right away.,1
 It is rude to ignore someone when they expect a reply.,you are busy.,0
 It is rude to ignore someone when they expect a reply.,it involves an important matter.,1
 It is rude to ignore someone when they expect a reply.,You are at a loss for words.,0
 It is rude to ignore someone when they expect a reply.,The doctor is asking about your medical history.,1
 It is OK to ask someone to stop signing if they are being annoying.,Deaf people who require sign language to communicate are present.,0
 It is OK to ask someone to stop signing if they are being annoying.,They are just gesturing inaccurately because they don't actually know sign language.,1
 It is OK to ask someone to stop signing if they are being annoying.,there are other people benefiting.,0
 It is OK to ask someone to stop signing if they are being annoying.,other's are complaining.,1
 It is OK to ask someone to stop signing if they are being annoying.,They are trying to tell you something important.,0
 It is OK to ask someone to stop signing if they are being annoying.,you can't understand what they are signing.,1
 It is OK to ask someone to stop signing if they are being annoying.,they have something important to say,0
 It is OK to ask someone to stop signing if they are being annoying.,they are cursing,1
 It is OK to ask someone to stop signing if they are being annoying.,A deaf person needs them to keep signing,0
 It is OK to ask someone to stop signing if they are being annoying.,They are waving their hands in your face,1
 It is offensive to tell your mother you don't like her decorating ideas.,She is trying to decorate your wedding.,0
 It is offensive to tell your mother you don't like her decorating ideas.,You move in with her as an adult.,1
 It is offensive to tell your mother you don't like her decorating ideas.,The decor she chooses is offensive to you.,0
 It is offensive to tell your mother you don't like her decorating ideas.,She takes great pride in her decorating instincts.,1
 It is offensive to tell your mother you don't like her decorating ideas.,She asked for your honest opinion.,0
 It is offensive to tell your mother you don't like her decorating ideas.,She is excited to share her ideas with you.,1
 It is offensive to tell your mother you don't like her decorating ideas.,She values your opinion and takes advice.,0
 It is offensive to tell your mother you don't like her decorating ideas.,She is very proud of her ideas.,1
 It is offensive to tell your mother you don't like her decorating ideas.,She is decorating your house,0
 It is offensive to tell your mother you don't like her decorating ideas.,You won't live in the decorated place,1
 It's rude to tell others what do with their property.,the have weeds in their yard that are a foot high and causing you allergies.,0
 It's rude to tell others what do with their property.,it doesn't hurt you in any way.,1
 It's rude to tell others what do with their property.,Their property is blocking your driveway.,0
 It's rude to tell others what do with their property.,You are trying to be friendly neighbors.,1
 It's rude to tell others what do with their property.,They are trespassing on your property.,0
 It's rude to tell others what do with their property.,They aren't hurting anyone else.,1
 It's rude to tell others what do with their property.,Their property is on your property and needs to be moved.,0
 It's rude to tell others what do with their property.,You have no qualifications to advise them.,1
 It's rude to tell others what do with their property.,They asked you for advice,0
 It's rude to tell others what do with their property.,You don't have experience with that property,1
 You shouldn't lie about productivity at work.,You're only making a joke about it with a co-worker.,0
 You shouldn't lie about productivity at work.,You're being paid by each piece that you produce.,1
 You shouldn't lie about productivity at work.,The reports the supervisor pulls will reveal the true numbers.,1
 You shouldn't lie about productivity at work.,It's your boss you're speaking to.,1
 You shouldn't lie about productivity at work.,You need to to keep your job.,0
 You shouldn't lie about productivity at work.,You're being lazier than you should.,1
 You shouldn't lie about productivity at work.,You can meet the productivity within a couple of minutes.,0
 You shouldn't lie about productivity at work.,You are lying to get a promotion over more qualified people.,1
 You shouldn't ruin your teacher's job.,You caught your teacher having an affair with a student.,0
 You shouldn't ruin your teacher's job.,"The teacher won the ""Teacher of the Year"" award.",1
 You shouldn't ruin your teacher's job.,The teacher abused you.,0
 You shouldn't ruin your teacher's job.,The teacher has always had your best interest in mind.,1
 You shouldn't ruin your teacher's job.,Your teacher is not ethical,0
 You shouldn't ruin your teacher's job.,Your teacher tries hard for you,1
 You shouldn't ruin your teacher's job.,The teacher has done something disrespectful to another student.,0
 You shouldn't ruin your teacher's job.,They are a great teacher and help the kids out.,1
 You shouldn't ruin your teacher's job.,they are abusing their power.,0
 You shouldn't ruin your teacher's job.,they are tutoring you.,1
 It's expected that spouses support each other in their life journey.,You are cheating on your spouse,0
 It's expected that spouses support each other in their life journey.,They want to be happy,1
 It's expected that spouses support each other in their life journey.,Their spouse drastically changes and is heading down a path you can't support.,0
 It's expected that spouses support each other in their life journey.,You don't want to get divorced.,1
 It's expected that spouses support each other in their life journey.,The spouse has strong hopes and dreams.,1
 It's expected that spouses support each other in their life journey.,They are planning to divorce.,0
 It's expected that spouses support each other in their life journey.,One of them is ill.,1
 It's expected that spouses support each other in their life journey.,One spouse always takes advantage.,0
 It's expected that spouses support each other in their life journey.,You have mutual goals.,1
 It is wrong to use drugs.,You are an addict and going through bad withdrawals.,0
 It is wrong to use drugs.,You live with two children.,1
 It is wrong to use drugs.,They are for medicinal purposes.,0
 It is wrong to use drugs.,They are illegal and potentially harmful to you or others.,1
 It is wrong to use drugs.,A doctor prescribed your drugs.,0
 It is wrong to use drugs.,You have kids in the car with you.,1
 It is wrong to use drugs.,The drugs were prescribed.,0
 It is wrong to use drugs.,The drugs are illegal and dangerous.,1
 It is wrong to use drugs.,You're recovering from an injury which causes pain.,0
 It is wrong to use drugs.,You're operating any type of machinery.,1
 You should be careful what you say around people of different races.,You are politically correct,0
 You should be careful what you say around people of different races.,You are a recovering racist,1
 You should be careful what you say around people of different races.,you are a white supremacist.,0
 You should be careful what you say around people of different races.,you care about not being racist.,1
 You should be careful what you say around people of different races.,You don't care about what people think of you.,0
 You should be careful what you say around people of different races.,You don't want to be racist.,1
 You should be careful what you say around people of different races.,They make jokes about their race,0
 You should be careful what you say around people of different races.,You can offend someone,1
 You should be careful what you say around people of different races.,you are letting them know that someone is planning to hurt them.,0
 You should be careful what you say around people of different races.,you want to become friends with them.,1
 It is wrong to use drugs.,you have a perscription.,0
 It is wrong to use drugs.,you are a recovering addict.,1
 It is wrong to use drugs.,the drugs are for medicinal purposes.,0
 It is wrong to use drugs.,they are street drugs.,1
 It is wrong to use drugs.,You're an adult on vacation.,0
 It is wrong to use drugs.,There are kids around.,1
 It is wrong to use drugs.,It is prescribed by a doctor.,0
 It is wrong to use drugs.,You have a history of drug abuse.,1
 It is wrong to use drugs.,The drugs are prescription from your doctor.,0
 It is wrong to use drugs.,You have an addiction.,1
 It's OK to want intimacy in a relationship.,You are just using people for sex and nothing emotional,0
 It's OK to want intimacy in a relationship.,You are a loving person who wants the best for someone else,1
 It's OK to want intimacy in a relationship.,you two are living separately.,0
 It's OK to want intimacy in a relationship.,you are a married couple.,1
 It's OK to want intimacy in a relationship.,All you want is sex.,0
 It's OK to want intimacy in a relationship.,You are married.,1
 It's OK to want intimacy in a relationship.,The relationship is a professional one.,0
 It's OK to want intimacy in a relationship.,The relationship is a sexual one.,1
 It's OK to want intimacy in a relationship.,the relationship is casual.,0
 It's OK to want intimacy in a relationship.,you are in a committed relationship.,1
 It's wrong to be controlling when in a relationship.,The other person feels trapped in the relationship.,1
 It's wrong to be controlling when in a relationship.,Your partner wants you to tell them what you want.,0
 It's wrong to be controlling when in a relationship.,Your partner likes their own space.,1
 It's wrong to be controlling when in a relationship.,YOur partner is a submissive.,0
 It's wrong to be controlling when in a relationship.,You know your partner doesn't enjoy being told how to live.,1
 It's wrong to be controlling when in a relationship.,The controlling individual is male and the partner is female,1
 It's wrong to be controlling when in a relationship.,Your partner is very immature,0
 It's wrong to be controlling when in a relationship.,Your partner is afraid of you when you are controlling,1
 People are expected to act kindly towards their siblings.,Their siblings are mean to them.,0
 People are expected to act kindly towards their siblings.,Their parents have asked them to try to get along.,1
 People are expected to act kindly towards their siblings.,The siblings are a lot younger.,1
 People are expected to act kindly towards their siblings.,they're playing video games,0
 People are expected to act kindly towards their siblings.,they are having formal dinner,1
 People are expected to act kindly towards their siblings.,Their sibling tried to run them over at the family barbecue.,0
 People are expected to act kindly towards their siblings.,Their sibling raised them when they were young.,1
 People are expected to act kindly towards their siblings.,Their sibling is always breaking their belongings.,0
 People are expected to act kindly towards their siblings.,They all live in the same house.,1
 You shouldn't leave notes for other drivers on their cars over something that isn't their fault.,You did something to their car.,0
 You shouldn't leave notes for other drivers on their cars over something that isn't their fault.,You are just trying to freak them out.,1
 You shouldn't leave notes for other drivers on their cars over something that isn't their fault.,Unless you are warning them about something.,0
 You shouldn't leave notes for other drivers on their cars over something that isn't their fault.,Especially if you are just being rude.,1
 You shouldn't leave notes for other drivers on their cars over something that isn't their fault.,You hit their car and are leaving your contact information.,0
 You shouldn't leave notes for other drivers on their cars over something that isn't their fault.,Drivers will assume they got a parking ticket.,1
 You shouldn't leave notes for other drivers on their cars over something that isn't their fault.,You want to tell them that you hit there car,0
 You shouldn't leave notes for other drivers on their cars over something that isn't their fault.,You are going to be littering an innocent car,1
 You shouldn't leave notes for other drivers on their cars over something that isn't their fault.,It is to remind them to use public transportation.,0
 You shouldn't leave notes for other drivers on their cars over something that isn't their fault.,The note has tape on it.,1
 It is okay to stay away from sick people.,You're a nurse,0
 It is okay to stay away from sick people.,You have a weakened autoimmune system,1
 It is okay to stay away from sick people.,you need to treat the sick people,0
 It is okay to stay away from sick people.,your health is on the line,1
 It is okay to stay away from sick people.,You're a nurse.,0
 It is okay to stay away from sick people.,You have a compromised immune system.,1
 It is okay to stay away from sick people.,They aren't contagious.,0
 It is okay to stay away from sick people.,They have the flu and your immune system is trashed.,1
 It is okay to stay away from sick people.,You are their doctor.,0
 It is okay to stay away from sick people.,Your immune system is compromised.,1
 It's ok to break up with someone when they cheat on you.,You were also cheating on them.,0
 It's ok to break up with someone when they cheat on you.,You were always faithful to them.,1
 It's ok to break up with someone when they cheat on you.,You cheated on them first.,0
 It's ok to break up with someone when they cheat on you.,They cheated on you with your best friend.,1
 It's ok to break up with someone when they cheat on you.,They got pregnant from the other person,1
 It's ok to break up with someone when they cheat on you.,they were just kidding.,0
 It's ok to break up with someone when they cheat on you.,they do not seem to really care.,1
 It's ok to break up with someone when they cheat on you.,You cheated as well.,0
 It's ok to break up with someone when they cheat on you.,You specifically asked them not to.,1
 It is okay to hold people accountable for harm they have caused,They are sorry for what they did to you,0
 It is okay to hold people accountable for harm they have caused,They have shown no remorse,1
 It is okay to hold people accountable for harm they have caused,They suffer from mental illness.,0
 It is okay to hold people accountable for harm they have caused,They were drinking and driving and caused an accident.,1
 It is okay to hold people accountable for harm they have caused,They harm that they caused is severe and life changing.,1
 It is okay to hold people accountable for harm they have caused,they are insane.,0
 It is okay to hold people accountable for harm they have caused,they are in court.,1
 It is okay to hold people accountable for harm they have caused,it was an accident,0
 It is okay to hold people accountable for harm they have caused,they did it on purpose,1
 It is reasonable to expect your parents to follow the rules.,they break the rules when it comes down to safety,0
 It is reasonable to expect your parents to follow the rules.,they are driving beside a police officer,1
 It is reasonable to expect your parents to follow the rules.,You are a toddler and don't know any better.,0
 It is reasonable to expect your parents to follow the rules.,They are adults and living in your home.,1
 It is reasonable to expect your parents to follow the rules.,the rules are unclear.,0
 It is reasonable to expect your parents to follow the rules.,they expect you to follow the rules.,1
 It is reasonable to expect your parents to follow the rules.,They are breaking the rules to protect their child.,0
 It is reasonable to expect your parents to follow the rules.,The rule is their to keep their children safe.,1
 It is reasonable to expect your parents to follow the rules.,Your parents are in prison for fraud.,0
 It is reasonable to expect your parents to follow the rules.,Your parents are upstanding citizens and professionals.,1
 It is wrong to yell at your spouse.,they are hard of hearing.,0
 It is wrong to yell at your spouse.,they are right next to you.,1
 It is wrong to yell at your spouse.,it's a rare fight.,0
 It is wrong to yell at your spouse.,you're being vicious.,1
 It is wrong to yell at your spouse.,Unless he wouldn't be able to hear you otherwise.,0
 It is wrong to yell at your spouse.,Especially if he's right in the same room with you.,1
 It is wrong to yell at your spouse.,They are crossing a street and a car is coming that they don't see.,0
 It is wrong to yell at your spouse.,You have children and they are watching the two of you yell.,1
 It is wrong to yell at your spouse.,They spilled something on the carpet,0
 It is wrong to yell at your spouse.,They didn’t do anything wrong,1
 Obsessing on your ex's partner make you look jealous.,You think that partner may legitimately be harming her,0
 Obsessing on your ex's partner make you look jealous.,You were not a goof boyfriend in the first place,1
 Obsessing on your ex's partner make you look jealous.,You are always talking about them.,1
 Obsessing on your ex's partner make you look jealous.,They hit your partner and you are seeking revenge.,0
 Obsessing on your ex's partner make you look jealous.,You always bring them up at dinner.,1
 Obsessing on your ex's partner make you look jealous.,You do it in a public way for other people to notice and judge.,1
 Obsessing on your ex's partner make you look jealous.,"The partner has made repeated, obnoxious, and threatening contact with you.",0
 Obsessing on your ex's partner make you look jealous.,You cannot think about anything else.,1
 It's expected that you work with people you don't want to.,you are your own boss.,0
 It's expected that you work with people you don't want to.,you have a unique personality.,1
 It's expected that you work with people you don't want to.,they won't agree to work with you.,0
 It's expected that you work with people you don't want to.,you're on a time constraint.,1
