sentence1,sentence2,label
"PersonX has a good time As a result, PersonX feels engaged",PersonX is at an educational conference.,1
"PersonX takes up the gauntlet As a result, PersonX feels determined",PersonX is doing this because no one else would,0
"PersonX takes up the gauntlet As a result, PersonX feels determined",PersonX has an inferiority complex,1
PersonX claws PersonY's way PersonX then personX rises to the top of the corporate ladder,PersonX is laid off from their job.,0
PersonX claws PersonY's way PersonX then personX rises to the top of the corporate ladder,PersonX got a promotion.,1
PersonX changes PersonX's number Because PersonX wanted doesn't want certain people to be able to contact him,PersonX moves to a different state.,0
PersonX changes PersonX's number Because PersonX wanted doesn't want certain people to be able to contact him,PersonX had been repeatedly stalked by an ex lover.,1
PersonX reduces PersonX's risk PersonX then avoid danger,The danger still lurks outside,0
PersonX reduces PersonX's risk PersonX then avoid danger,They are in a safe spot,1
"PersonX improves drastically As a result, PersonX feels hardworking",PersonX guessed on the entire exam and still received an A.,0
"PersonX improves drastically As a result, PersonX feels hardworking",PersonX studies every night and concentrates all efforts on school.,1
"PersonX is planning a trip Before, PersonX needed pick out where they want to go",Person X got a surprise ticket for their birthday.,0
"PersonX is planning a trip Before, PersonX needed pick out where they want to go",Person X went on Expedia for deals.,1
"PersonX really hurt PersonY As a result, PersonX feels wicked",PersonX helped them up.,0
"PersonX really hurt PersonY As a result, PersonX feels wicked",PersonX laughed at their folly,1
PersonX confiscates PersonY's property Because PersonX wanted to show persony that they are in charge,PersonX thought that PersonY is an addict and wanted to get rid of any temptations.,0
PersonX confiscates PersonY's property Because PersonX wanted to show persony that they are in charge,PersonX was the police officer who processed PersonY when he arrived at the jail.,1
PersonX buys a loaf of bread PersonX then gets change,PersonX swipes their credit card.,0
PersonX buys a loaf of bread PersonX then gets change,PersonX holds out their hand and waits.,1
"PersonX rides PersonY's horse Then, they have fun",X is thrown and breaks his arm.,0
"PersonX rides PersonY's horse Then, they have fun",They have a picnic by a creek.,1
"PersonX is in dire need of money As a result, PersonX wants find employment",PersonX's father is wealthy,0
"PersonX is in dire need of money As a result, PersonX wants find employment",PersonX has been working on their resume,1
PersonX downloads a new browser PersonX is seen as speedy,PersonX took all afternoon to set the browser up.,0
PersonX downloads a new browser PersonX is seen as speedy,PersonX took five minutes to set up the new browser.,1
PersonX speaks in circles PersonX is seen as misunderstood,No one is around to listen to them,0
PersonX speaks in circles PersonX is seen as misunderstood,Everyone is looking confused,1
PersonX drives home one night PersonX is seen as tired,PersonX is hopped up on amphetamines.,0
PersonX drives home one night PersonX is seen as tired,PersonX's eyelids are getting heavy.,1
"PersonX camps with PersonY's friends Before, PersonX needed to plan a camping trip and invite friends",PersonX received an invite for camping.,0
"PersonX camps with PersonY's friends Before, PersonX needed to plan a camping trip and invite friends",PersonX wanted to get to know PersonY's friends better.,1
PersonX needs a change PersonX is seen as accomplished,PersonX needs to find something that works.,0
PersonX needs a change PersonX is seen as accomplished,PersonX needs a new challenge.,1
PersonX is very special to PersonY PersonX is seen as loved,PersonX is PersonY's nemesis.,0
PersonX is very special to PersonY PersonX is seen as loved,PersonX is PersonY's spouse.,1
"PersonX has such a good time As a result, PersonX wants to rest",The night is still young.,0
"PersonX has such a good time As a result, PersonX wants to rest",Person X has had one too many drinks.,1
PersonX reads the letter Because PersonX wanted hear the news,It is a love letter from a secret admirer.,0
PersonX reads the letter Because PersonX wanted hear the news,It is a letter from a soldier stationed overseas.,1
"PersonX plays PersonX As a result, PersonX wants to talk to PersonY",PersonX is alone,0
"PersonX plays PersonX As a result, PersonX wants to talk to PersonY",PersonX is putting their best foot forward,1
"PersonX is learning to walk As a result, PersonX wants keep practicing",They get angry at having to learn again,0
"PersonX is learning to walk As a result, PersonX wants keep practicing",They laugh and smile while they do it,1
"PersonX quits cold turkey As a result, PersonX wants breathe easier",PersonX plans to vacation with the money saved from not buying tobacco.,0
"PersonX quits cold turkey As a result, PersonX wants breathe easier",PersonX's doctor told PersonX they were on the verge of needing oxygen all the time.,1
PersonX keeps the pot boiling PersonX is seen as anticipatory,PersonX is falling asleep.,0
PersonX keeps the pot boiling PersonX is seen as anticipatory,PersonX is making tea.,1
"PersonX needs money As a result, PersonX wants to get a job",PersonX thinks corporations are immoral.,0
"PersonX needs money As a result, PersonX wants to get a job",PersonX is registered on several job search boards.,1
PersonX gets PersonY's bike PersonX then rides the bike,The bike has a flat tire.,0
PersonX gets PersonY's bike PersonX then rides the bike,PersonX is seen pedaling.,1
PersonX invites PersonY to dinner PersonX is seen as pleased,They say no,0
PersonX invites PersonY to dinner PersonX is seen as pleased,They say yes,1
PersonX lets PersonY leave PersonX is seen as tired,It is early in the morning,0
PersonX lets PersonY leave PersonX is seen as tired,It is late at night,1
PersonX nuzzles PersonY's face Because PersonX wanted to restrain the person,PersonX is the boyfriend of PersonY.,0
PersonX nuzzles PersonY's face Because PersonX wanted to restrain the person,PersonX is a police officer.,1
PersonX deposits a check Because PersonX wanted to pay the bills,PersonX owes alimony.,0
PersonX deposits a check Because PersonX wanted to pay the bills,PersonX is filing away old cable bills.,1
"PersonX introduces PersonY As a result, PersonX feels entertaining",PersonX doesn't know anyone else.,0
"PersonX introduces PersonY As a result, PersonX feels entertaining",PersonX is hosting a party.,1
"PersonX moves PersonY As a result, PersonX wants tells them to stay away",They are their best friend,0
"PersonX moves PersonY As a result, PersonX wants tells them to stay away",They do bad things,1
"PersonX goes to the store to get some As a result, PersonX wants unpack groceries",PersonX forgets their wallet at home.,0
"PersonX goes to the store to get some As a result, PersonX wants unpack groceries",PersonX has guests arriving soon.,1
"PersonX keeps PersonY afloat As a result, PersonX wants encourage personY",PersonX pays for all of PersonY's bills.,0
"PersonX keeps PersonY afloat As a result, PersonX wants encourage personY",PersonY works for PersonX.,1
"PersonX is very proud of PersonX Before, PersonX needed to see what PersonX is doing",PersonX realizes this after some time,0
"PersonX is very proud of PersonX Before, PersonX needed to see what PersonX is doing",PesonX realizes this almost immediately,1
"PersonX hits PersonX's car As a result, PersonX feels angry",They were just messing around,0
"PersonX hits PersonX's car As a result, PersonX feels angry",They were drunk,1
"PersonX becomes a teacher As a result, PersonX wants to teach some students",PersonX is mostly interested in research.,0
"PersonX becomes a teacher As a result, PersonX wants to teach some students",PersonX loves children.,1
PersonX runs late for school PersonX then personX gets wet after running in the parking lot,PersonX is mad about running late for the first day of summer school.,0
PersonX runs late for school PersonX then personX gets wet after running in the parking lot,PersonX forgot to bring their umbrella today.,1
"PersonX attends PersonY meeting As a result, PersonX wants to thank PersonY for what they got out of the meeting.",They think the meeting is stupid,0
"PersonX attends PersonY meeting As a result, PersonX wants to thank PersonY for what they got out of the meeting.",The meeting is for AA,1
PersonX gets my stuff together Because PersonX wanted to be helpful,Then they poured gasoline on the box.,0
PersonX gets my stuff together Because PersonX wanted to be helpful,I could never lift a box that heavy by myself.,1
"PersonX breaks my arm As a result, PersonX feels injured",Person X laughs out loud evilly.,0
"PersonX breaks my arm As a result, PersonX feels injured",Person X screams out loud in pain.,1
PersonX invites PersonZ's friend PersonY Because PersonX wanted to be friendly,PersonX seemed annoyed with PersonZ.,0
PersonX invites PersonZ's friend PersonY Because PersonX wanted to be friendly,PersonX saw PersonY was lonely.,1
"PersonX sits well with PersonY Then, she struck a match and watched him burn",PersonX has no history of violence.,0
"PersonX sits well with PersonY Then, she struck a match and watched him burn",PersonX has a history of pyromania.,1
"PersonX leaves PersonX's mom As a result, PersonX feels busy",PersonX is living off of student loans.,0
"PersonX leaves PersonX's mom As a result, PersonX feels busy",PersonX is working their way through school.,1
"PersonX becomes a lifeguard As a result, PersonX feels selfless",Person X tells a friend 'I just got it to pay the bills',0
"PersonX becomes a lifeguard As a result, PersonX feels selfless","Person X says to a friend 'It's more than a job, it's my passion to help others'",1
"PersonX bites PersonY's tongue As a result, PersonX wants to rinse out his mouth",PersonX is into rough sex,0
"PersonX bites PersonY's tongue As a result, PersonX wants to rinse out his mouth",PersonY is ill,1
PersonX sells tickets PersonX then starts a business,PersonX Is selling tickets for a raffle.,0
PersonX sells tickets PersonX then starts a business,PersonX is selling tickets to their grand opening.,1
"PersonX declares war on PersonY As a result, PersonX wants to spread rumors",PersonY has no secrets,0
"PersonX declares war on PersonY As a result, PersonX wants to spread rumors",PersonY has a lot of dirt,1
"PersonX gets PersonX's passport As a result, PersonX wants put passport in safe place",PersonX throws the passport in the trash.,0
"PersonX gets PersonX's passport As a result, PersonX wants put passport in safe place",PersonX puts the passport in their pocket.,1
PersonX holds up PersonX's end Because PersonX wanted to show they are reliable,PersonX is bound by a contract.,0
PersonX holds up PersonX's end Because PersonX wanted to show they are reliable,PersonX wants to be promoted at their job.,1
PersonX swims at the beach Because PersonX wanted to enjoy the ocean,PersonX is swimming in fresh water.,0
PersonX swims at the beach Because PersonX wanted to enjoy the ocean,PersonX is swimming in salt water.,1
PersonX cleans PersonY Because PersonX wanted to be helpful,Person X is a jailor taking in new inmates.,0
PersonX cleans PersonY Because PersonX wanted to be helpful,Person X is a nurse's aide working in a nursing home.,1
PersonX gets bit PersonX is seen as hurt,PersonX is bit by a mosquito.,0
PersonX gets bit PersonX is seen as hurt,PersonX is bit by a dog.,1
"PersonX uses PersonX's words Before, PersonX needed encounter a conflict",PersonX thinks about a past altercation.,0
"PersonX uses PersonX's words Before, PersonX needed encounter a conflict",PersonX used profanity when someone cut him off on the street.,1
"PersonX leaves PersonX's phone Before, PersonX needed need to be out of house",PersonX left their phone in the bathroom.,0
"PersonX leaves PersonX's phone Before, PersonX needed need to be out of house",PersonX left their phone at the restaurant they went to for dinner.,1
PersonX knocks PersonX down with a feather Because PersonX wanted to be surprised,PersonX has an angry look on their face.,0
PersonX knocks PersonX down with a feather Because PersonX wanted to be surprised,PersonX love excitement of any kind.,1
"PersonX accepts into college Before, PersonX needed to get good grades in high school",PersonX begged their parents to contact their old friend to help,0
"PersonX accepts into college Before, PersonX needed to get good grades in high school",PersonX shows their parents the letter and thinks on all their hard work,1
"PersonX finds PersonY one Before, PersonX needed to search for it",PersonX has many at their disposal,0
"PersonX finds PersonY one Before, PersonX needed to search for it",PersonY has strange tastes,1
"PersonX is expecting PersonY's first child Before, PersonX needed have sex with PersonY",PersonX had their sperm frozen,0
"PersonX is expecting PersonY's first child Before, PersonX needed have sex with PersonY",PersonX and PersonY are sexually active,1
PersonX sends PersonY out PersonX then is alone,PersonX has a whole platoon at their disposal,0
PersonX sends PersonY out PersonX then is alone,PersonX and PersonY are partners,1
PersonX rubs shoulders Because PersonX wanted to make friends,PersonX is a professional masseuse working at a spa.,0
PersonX rubs shoulders Because PersonX wanted to make friends,PersonX is socially awkward but they can really work out those kinks.,1
PersonX takes part in the campaign Because PersonX wanted to work towards a goal.,PersonX is helping to get community service hours.,0
PersonX takes part in the campaign Because PersonX wanted to work towards a goal.,PersonX is running for local office.,1
PersonX takes away from PersonY PersonX then changes into a new jacket,The sun is shining bright outside.,0
PersonX takes away from PersonY PersonX then changes into a new jacket,PersonX wanted PersonY's jacket.,1
"PersonX affords college As a result, PersonX feels responsible",PersonX's parents pay for college.,0
"PersonX affords college As a result, PersonX feels responsible",PersonX works full time while going to college.,1
PersonX is a big success Because PersonX wanted to do things right,PersonX put their money in a lottery.,0
PersonX is a big success Because PersonX wanted to do things right,PersonX put their money into stock investments.,1
PersonX watches the waves PersonX then gets wet as tide comes in,PersonX is on a hotel balcony,0
PersonX watches the waves PersonX then gets wet as tide comes in,PersonX is laying down in the sand,1
"PersonX bangs PersonY's head As a result, PersonX wants to get in a fight",They are hyped up,0
"PersonX bangs PersonY's head As a result, PersonX wants to get in a fight",They are really angry,1
PersonX cleans PersonY's car PersonX is seen as accomplished,PersonX graduated in the bottom of their class.,0
PersonX cleans PersonY's car PersonX is seen as accomplished,PersonX graduated at the top of their class.,1
PersonX rests on PersonX's knees PersonX is seen as refreshed,PersonX is being punished,0
PersonX rests on PersonX's knees PersonX is seen as refreshed,PersonX has been practicing Yoga,1
"PersonX finds a pair of shoes As a result, PersonX wants puts them on.",PersonX buys shoes without trying them on.,0
"PersonX finds a pair of shoes As a result, PersonX wants puts them on.",PersonX walks around with the shoes on to make sure they are comfortable.,1
"PersonX is on a first date Before, PersonX needed brush hair",PersonX starting going bald at age 25.,0
"PersonX is on a first date Before, PersonX needed brush hair",PersonX uses three hair products every morning.,1
"PersonX keeps PersonY entertained As a result, PersonX wants hug personY",PersonX is walking away.,0
"PersonX keeps PersonY entertained As a result, PersonX wants hug personY",PersonX moves towards PersonY.,1
PersonX has a great time with PersonY's friends Because PersonX wanted to enjoy a night out,PersonX has agoraphobia and social anxiety.,0
PersonX has a great time with PersonY's friends Because PersonX wanted to enjoy a night out,PersonX missed their friends.,1
PersonX goes into PersonX's shells PersonX is seen as timid,PersonX is a famous celebrity.,0
PersonX goes into PersonX's shells PersonX is seen as timid,PersonX doesn't know anyone at the party.,1
"PersonX raises PersonX's kids As a result, PersonX feels caring",PersonX wishes he had moved away instead of getting married and having a lot of kids.,0
"PersonX raises PersonX's kids As a result, PersonX feels caring",PersonX loves her kids.,1
"PersonX mixes apples and oranges Before, PersonX needed to buy apples and oranges",PersonX works at a super market.,0
"PersonX mixes apples and oranges Before, PersonX needed to buy apples and oranges",PersonX just got back from the grocery store.,1
"PersonX eats sushi As a result, PersonX feels starving",There is a large pile of sushi in front of them,0
"PersonX eats sushi As a result, PersonX feels starving",The sushi tastes bad,1
PersonX takes leave of PersonX's senses Because PersonX wanted to not feel any emotions,PersonX wants to watch a movie to feel happier.,0
PersonX takes leave of PersonX's senses Because PersonX wanted to not feel any emotions,PersonX took an anxiety medication to calm down.,1
"PersonX lands on PersonX's head Before, PersonX needed to be on a trampoline",PersonX had a terrible bike accident.,0
"PersonX lands on PersonX's head Before, PersonX needed to be on a trampoline",PersonX did a trampoline jump that went wrong.,1
"PersonX finds one on ebay As a result, PersonX wants to bid on the item",PersonX reports to eBay about their stolen merchandise.,0
"PersonX finds one on ebay As a result, PersonX wants to bid on the item",PersonX sets up an account to make deals.,1
"PersonX takes PersonY out to lunch As a result, PersonX feels likable",PersonY is on their phone the whole time.,0
"PersonX takes PersonY out to lunch As a result, PersonX feels likable",PersonX and PersonY have great conversation,1
PersonX receives PersonY's share PersonX is seen as ashamed,PersonX looks at PersonY and smiles maliciously.,0
PersonX receives PersonY's share PersonX is seen as ashamed,PersonX looks away and hangs his head.,1
PersonX has to buy another one Because PersonX wanted to have more of it.,PersonX only needed one but it broke,0
PersonX has to buy another one Because PersonX wanted to have more of it.,PersonX loves clothes,1
PersonX is really impressed PersonX is seen as inspired,X uses this as a springboard for ideas.,1
"PersonX dates PersonY's girlfriend As a result, PersonX feels good looking",PersonX has low self esteem.,0
"PersonX dates PersonY's girlfriend As a result, PersonX feels good looking",PersonX's girlfriend compliments PersonX often.,1
"PersonX searches everywhere As a result, PersonX wants to give up",PersonX finds their keys.,0
"PersonX searches everywhere As a result, PersonX wants to give up",PersonX still can't find their keys.,1
PersonX goes to PersonY's house PersonX is seen as accomplished,Their friend is a bad person,0
PersonX goes to PersonY's house PersonX is seen as accomplished,They just drove for the first time,1
"PersonX moves around PersonY As a result, PersonX wants to talk to Y",PersonX is looking down.,0
"PersonX moves around PersonY As a result, PersonX wants to talk to Y",PersonX looks at PersonY.,1
PersonX utters PersonY exclamation Because PersonX wanted to mock someone,They really like PersonY,0
PersonX utters PersonY exclamation Because PersonX wanted to mock someone,They don’t like PersonY,1
PersonX says would wait PersonX is seen as helpful,PersonX is procrastinating,0
PersonX says would wait PersonX is seen as helpful,PersonX is doing this out of the goodness of their heart,1
PersonX buys new shoes PersonX then can walk faster,The shoes are heavy,0
PersonX buys new shoes PersonX then can walk faster,The shoes are the new lightweight pair from Nike,1
"PersonX drives to the park As a result, PersonX wants to have a picnic",PersonX is in a car with flashing red and blue lights,0
"PersonX drives to the park As a result, PersonX wants to have a picnic",PersonX has food in the backseat,1
"PersonX gets dinner As a result, PersonX wants to relax",PersonX dines with their mean boss.,0
"PersonX gets dinner As a result, PersonX wants to relax",PersonX puts their diet on hold.,1
"PersonX bats an eyelash Before, PersonX needed dirt flys",PersonX is flirting with someone.,0
"PersonX bats an eyelash Before, PersonX needed dirt flys",PersonX's eye looks irritated and red.,1
PersonX is a homeless man PersonX is seen as weak,PersonX is an injured veteran.,0
PersonX is a homeless man PersonX is seen as weak,PersonX is nearly dead from tuberculosis.,1
"PersonX would pay for it As a result, PersonX feels particular",PersonX would pay for any brand.,0
"PersonX would pay for it As a result, PersonX feels particular",PersonX would only pay for one specific brand.,1
"PersonX goes to the local animal shelter As a result, PersonX wants to take them home",They can’t afford an animal right now,0
"PersonX goes to the local animal shelter As a result, PersonX wants to take them home",They live alone,1
"PersonX serves PersonX's interests Before, PersonX needed determine his interests",PersonX is being directed by a much smarter spouse.,0
"PersonX serves PersonX's interests Before, PersonX needed determine his interests",PersonX is very calculating.,1
"PersonX works as an accountant As a result, PersonX wants to be successful","A man overhears PersonX talking on the phone, saying 'God I hate my job'.",0
"PersonX works as an accountant As a result, PersonX wants to be successful",PersonX is dressed professionally and has a few 'Success' books on his bookshelf.,1
PersonX kisses PersonY's neck Because PersonX wanted to engage in romantic behavior,PerzsonY got a boo boo there,0
PersonX kisses PersonY's neck Because PersonX wanted to engage in romantic behavior,They are both naked,1
PersonX goes to a home improvement store Because PersonX wanted to fix something,PersonX doesn't have a job.,0
PersonX goes to a home improvement store Because PersonX wanted to fix something,PersonX's faucet is leaking.,1
"PersonX invites PersonY back Before, PersonX needed to talk to PersonY",PersonX send PersonY an email.,0
"PersonX invites PersonY back Before, PersonX needed to talk to PersonY",PersonX spoke with PersonY on the phone.,1
PersonX works PersonX's fingers to the bone PersonX is seen as proud,Person X sighs a lot and complains.,0
PersonX works PersonX's fingers to the bone PersonX is seen as proud,Person X smiles while working and helps others too.,1
PersonX wants to see a movie Because PersonX wanted to see a enjoy themselves,X feels strongly about climate change.,0
PersonX wants to see a movie Because PersonX wanted to see a enjoy themselves,X loves musicals.,1
"PersonX works well As a result, PersonX wants get paid",PersonX is a charity volunteer at a clinic.,0
"PersonX works well As a result, PersonX wants get paid",PersonX shows unrivaled efficiency.,1
"PersonX pulls PersonY's fingers As a result, PersonX wants to let go of PersonY's finger",PersonX was holding onto PersonY.,0
"PersonX pulls PersonY's fingers As a result, PersonX wants to let go of PersonY's finger",PersonX got punched by PersonY.,1
PersonX is a great time Because PersonX wanted life of the party,PersonX is a prostitute,0
PersonX is a great time Because PersonX wanted life of the party,PersonX is good looking,1
PersonX saves the furniture PersonX is seen as grateful and relieved,"PersonX thought the furniture was left on the side of the road for someone to take, but the owners were just moving it.",0
PersonX saves the furniture PersonX is seen as grateful and relieved,PersonX thought that the rain would destroy the furniture.,1
PersonX looks around to see PersonX then squints,It is dark.,0
PersonX looks around to see PersonX then squints,X forgot his glasses.,1
PersonX goes see it PersonX then personX smiles,PersonX screams in horror.,0
PersonX goes see it PersonX then personX smiles,All of PersonX's teeth are showing.,1
"PersonX eats fish Before, PersonX needed to cook a fish.",PersonX is in a sushi restaurant.,0
"PersonX eats fish Before, PersonX needed to cook a fish.",PersonX caught the fish in the river.,1
PersonX hits the ground running Because PersonX wanted active,They are running a business,0
PersonX hits the ground running Because PersonX wanted active,They want to workout,1
PersonX turns PersonY's gaze Because PersonX wanted to be heard,PersonX is whispering,0
PersonX turns PersonY's gaze Because PersonX wanted to be heard,PersonX is speaking loudly,1
"PersonX cries all the time Before, PersonX needed stayed alone",Person X lives in a big house with lots of roommates who pick on him.,0
"PersonX cries all the time Before, PersonX needed stayed alone",Someone on the phone tells Person X 'I think you should find companionship',1
PersonX gives PersonY much PersonX then ships them,PersonX gives love,0
PersonX gives PersonY much PersonX then ships them,PersonX sends things overseas,1
PersonX would notice PersonX then observes,X takes notes.,1
PersonX watches cartoons PersonX is seen as in a good mood,PersonX is watching Adult Swim and has delicate sensibilities.,0
PersonX watches cartoons PersonX is seen as in a good mood,PersonX is watching their favorite show from childhood.,1
"PersonX makes PersonY inquiry As a result, PersonX feels inquisitive",PersonX was told to find an answer.,0
"PersonX makes PersonY inquiry As a result, PersonX feels inquisitive",PersonX was very curious.,1
"PersonX finishes PersonX's work Because PersonX wanted to complete a task, to get things done",PersonX needed to finish so the boss would not yell at PersonX.,0
"PersonX finishes PersonX's work Because PersonX wanted to complete a task, to get things done",PersonX wanted to finish the task before starting on the new task.,1
"PersonX moves from PersonY As a result, PersonX wants check their cell phone",PersonX doesn't like to stand too close to people.,0
"PersonX moves from PersonY As a result, PersonX wants check their cell phone",PersonX and PersonY still stay in contact every day.,1
"PersonX sees distant objects As a result, PersonX feels watchful",PersonX is on the ledge of a tall building and depressed.,0
"PersonX sees distant objects As a result, PersonX feels watchful",PersonX is using binoculars.,1
"PersonX wants to call PersonY Before, PersonX needed find phone number",PersonY is a well-known celebrity,0
"PersonX wants to call PersonY Before, PersonX needed find phone number",PersonX has PersonY's phone number in their phone,1
"PersonX answers all the questions Before, PersonX needed to knowing answers",PersonX is a teacher that knows the subject well.,0
"PersonX answers all the questions Before, PersonX needed to knowing answers",PersonX doesn't know everything about the subject.,1
"PersonX takes part in affairs As a result, PersonX wants to become a politician",They cheated on their wife,0
"PersonX takes part in affairs As a result, PersonX wants to become a politician",They like giving speeches,1
"PersonX gets done today As a result, PersonX feels fast",PersonX is exhausted from the week of trying to finish the project.,0
"PersonX gets done today As a result, PersonX feels fast",PersonX is looking for more things to do.,1
"PersonX is angry at PersonY As a result, PersonX wants to give punishment",PersonX hates confrontation.,0
"PersonX is angry at PersonY As a result, PersonX wants to give punishment",PersonX wants payback.,1
PersonX finds the game Because PersonX wanted to watch it,PersonX is setting the channel of the bar TV.,0
PersonX finds the game Because PersonX wanted to watch it,PersonX is the only person watching the TV.,1
PersonX buys the farm Because PersonX wanted to grow crop and earn a living.,They are a city person,0
PersonX buys the farm Because PersonX wanted to grow crop and earn a living.,They have other farms they tend to,1
"PersonX feels PersonY's body As a result, PersonX wants to massage PersonY","PersonX, a chiropractor, ponders where to start.",0
"PersonX feels PersonY's body As a result, PersonX wants to massage PersonY",PersonX has had a crush on PersonY for some time.,1
