hyp1,hyp2,obs1,obs2,label,settings,hyp1_paraphrase,original_example_id,id,hyp1_paraphrase_invalid,annotator,annotation_id,created_at,updated_at,lead_time
Jenny went to see her mother.,Jenny went to see her doctor.,Jenny was pregnant with her first child.,The doctor told her she was pregnant with twins.,2,"{'lexical': 0.55, 'syntactic': 0.2, 'semantic': 0.9}",Jenny visited her mum.,1288,177551,valid,1,9441,2022-10-03T16:14:07.029434Z,2022-10-03T16:14:07.029463Z,1.813
Jenny went to see her mother.,Jenny went to see her doctor.,Jenny was pregnant with her first child.,The doctor told her she was pregnant with twins.,2,"{'lexical': 0.45, 'syntactic': 0.5, 'semantic': 0.75}","Well, jenny's met his mother.",1288,177550,invalid,1,9440,2022-10-03T16:14:04.691192Z,2022-10-03T16:14:04.691216Z,0.655
Jenny went to see her mother.,Jenny went to see her doctor.,Jenny was pregnant with her first child.,The doctor told her she was pregnant with twins.,2,"{'lexical': 0.5, 'syntactic': 0.45, 'semantic': 0.8}","Well, Jenny's been with her mom.",1288,177549,invalid,1,9439,2022-10-03T16:14:03.410543Z,2022-10-03T16:14:03.410566Z,0.624
Jenny went to see her mother.,Jenny went to see her doctor.,Jenny was pregnant with her first child.,The doctor told her she was pregnant with twins.,2,"{'lexical': 0.55, 'syntactic': 0.35, 'semantic': 0.85}",Jenny's met her mum.,1288,177548,invalid,1,9438,2022-10-03T16:14:01.952295Z,2022-10-03T16:14:01.952319Z,0.536
Jenny went to see her mother.,Jenny went to see her doctor.,Jenny was pregnant with her first child.,The doctor told her she was pregnant with twins.,2,"{'lexical': 0.45, 'syntactic': 0.35, 'semantic': 0.75}",Jenny's met up with her mom.,1288,177547,invalid,1,9437,2022-10-03T16:14:00.700212Z,2022-10-03T16:14:00.700235Z,0.534
Jenny went to see her mother.,Jenny went to see her doctor.,Jenny was pregnant with her first child.,The doctor told her she was pregnant with twins.,2,"{'lexical': 0.4, 'syntactic': 0.35, 'semantic': 0.75}",Jenny's met up with her mother.,1288,177546,invalid,1,9436,2022-10-03T16:13:59.313832Z,2022-10-03T16:13:59.313856Z,3.201
Jenny went to see her mother.,Jenny went to see her doctor.,Jenny was pregnant with her first child.,The doctor told her she was pregnant with twins.,2,"{'lexical': 0.55, 'syntactic': 0.45, 'semantic': 1.0}",Jenny's visit to her mom.,1288,177545,invalid,1,9435,2022-10-03T16:13:55.350308Z,2022-10-03T16:13:55.350331Z,0.62
Jenny went to see her mother.,Jenny went to see her doctor.,Jenny was pregnant with her first child.,The doctor told her she was pregnant with twins.,2,"{'lexical': 0.35, 'syntactic': 0.4, 'semantic': 0.7}",Jenny's visit to the mom.,1288,177544,invalid,1,9434,2022-10-03T16:13:53.758774Z,2022-10-03T16:13:53.758797Z,0.991
Jenny went to see her mother.,Jenny went to see her doctor.,Jenny was pregnant with her first child.,The doctor told her she was pregnant with twins.,2,"{'lexical': 0.3, 'syntactic': 0.5, 'semantic': 1.0}",Jennifer's meeting her mom.,1288,177543,invalid,1,9433,2022-10-03T16:13:52.280870Z,2022-10-03T16:13:52.280925Z,2.502
Jenny went to see her mother.,Jenny went to see her doctor.,Jenny was pregnant with her first child.,The doctor told her she was pregnant with twins.,2,"{'lexical': 0.55, 'syntactic': 0.4, 'semantic': 1.0}",Jenny's visited her mom.,1288,177542,invalid,1,9432,2022-10-03T16:13:49.273148Z,2022-10-03T16:13:49.273172Z,0.586
Jenny went to see her mother.,Jenny went to see her doctor.,Jenny was pregnant with her first child.,The doctor told her she was pregnant with twins.,2,"{'lexical': 0.45, 'syntactic': 0.3, 'semantic': 0.85}",Jenny's been with her mom.,1288,177541,invalid,1,9431,2022-10-03T16:13:48.183931Z,2022-10-03T16:13:48.184027Z,0.559
Jenny went to see her mother.,Jenny went to see her doctor.,Jenny was pregnant with her first child.,The doctor told her she was pregnant with twins.,2,"{'lexical': 0.55, 'syntactic': 0.25, 'semantic': 0.85}",Jenny's been with her mum.,1288,177540,invalid,1,9430,2022-10-03T16:13:46.795818Z,2022-10-03T16:13:46.795840Z,0.686
Jenny went to see her mother.,Jenny went to see her doctor.,Jenny was pregnant with her first child.,The doctor told her she was pregnant with twins.,2,"{'lexical': 0.4, 'syntactic': 0.45, 'semantic': 0.75}","Well, Jenny's been with her mother.",1288,177539,invalid,1,9429,2022-10-03T16:13:45.438460Z,2022-10-03T16:13:45.438483Z,0.85
Jenny went to see her mother.,Jenny went to see her doctor.,Jenny was pregnant with her first child.,The doctor told her she was pregnant with twins.,2,"{'lexical': 0.3, 'syntactic': 0.4, 'semantic': 0.7}",Jenny's with her mom.,1288,177538,invalid,1,9428,2022-10-03T16:13:44.082160Z,2022-10-03T16:13:44.082183Z,0.639
Jenny went to see her mother.,Jenny went to see her doctor.,Jenny was pregnant with her first child.,The doctor told her she was pregnant with twins.,2,"{'lexical': 0.5, 'syntactic': 0.3, 'semantic': 0.9}",Jenny's seen her mom.,1288,177537,invalid,1,9427,2022-10-03T16:13:42.605826Z,2022-10-03T16:13:42.605850Z,0.609
Jenny went to see her mother.,Jenny went to see her doctor.,Jenny was pregnant with her first child.,The doctor told her she was pregnant with twins.,2,"{'lexical': 0.55, 'syntactic': 0.3, 'semantic': 0.9}",Jenny's been to see her mom.,1288,177536,invalid,1,9426,2022-10-03T16:13:41.247158Z,2022-10-03T16:13:41.247182Z,0.624
Jenny went to see her mother.,Jenny went to see her doctor.,Jenny was pregnant with her first child.,The doctor told her she was pregnant with twins.,2,"{'lexical': 0.25, 'syntactic': 0.35, 'semantic': 0.8}",Jenny's been with her mother.,1288,177535,invalid,1,9425,2022-10-03T16:13:39.865389Z,2022-10-03T16:13:39.865415Z,0.947
Jenny went to see her mother.,Jenny went to see her doctor.,Jenny was pregnant with her first child.,The doctor told her she was pregnant with twins.,2,"{'lexical': 0.2, 'syntactic': 0.55, 'semantic': 0.85}","Oh, jenny's met her mother.",1288,177534,invalid,1,9424,2022-10-03T16:13:38.244495Z,2022-10-03T16:13:38.244518Z,0.844
Jenny went to see her mother.,Jenny went to see her doctor.,Jenny was pregnant with her first child.,The doctor told her she was pregnant with twins.,2,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 1.0}","Well, jenny visited her mom.",1288,177533,invalid,1,9423,2022-10-03T16:13:36.815845Z,2022-10-03T16:13:36.815868Z,1.618
Jenny went to see her mother.,Jenny went to see her doctor.,Jenny was pregnant with her first child.,The doctor told her she was pregnant with twins.,2,"{'lexical': 0.5, 'syntactic': 0.55, 'semantic': 0.75}","Well, uh, jenny visited her mom.",1288,177532,invalid,1,9422,2022-10-03T16:13:34.632380Z,2022-10-03T16:13:34.632405Z,0.738
Jenny went to see her mother.,Jenny went to see her doctor.,Jenny was pregnant with her first child.,The doctor told her she was pregnant with twins.,2,"{'lexical': 0.4, 'syntactic': 0.45, 'semantic': 0.7}",Jenny's visit to her mother.,1288,177531,invalid,1,9421,2022-10-03T16:13:33.383584Z,2022-10-03T16:13:33.383609Z,0.865
Jenny went to see her mother.,Jenny went to see her doctor.,Jenny was pregnant with her first child.,The doctor told her she was pregnant with twins.,2,"{'lexical': 0.45, 'syntactic': 0.55, 'semantic': 0.85}","Well, jenny's been to see her mother.",1288,177530,invalid,1,9420,2022-10-03T16:13:31.766424Z,2022-10-03T16:13:31.766449Z,0.761
Jenny went to see her mother.,Jenny went to see her doctor.,Jenny was pregnant with her first child.,The doctor told her she was pregnant with twins.,2,"{'lexical': 0.3, 'syntactic': 0.45, 'semantic': 0.7}",Jenny's visit to the mother.,1288,177529,invalid,1,9419,2022-10-03T16:13:30.101977Z,2022-10-03T16:13:30.102005Z,1.401
Jenny went to see her mother.,Jenny went to see her doctor.,Jenny was pregnant with her first child.,The doctor told her she was pregnant with twins.,2,"{'lexical': 0.2, 'syntactic': 0.4, 'semantic': 1.0}",Jenny's seen her mother.,1288,177528,invalid,1,9418,2022-10-03T16:13:28.181687Z,2022-10-03T16:13:28.181731Z,1.423
Jenny went to see her mother.,Jenny went to see her doctor.,Jenny was pregnant with her first child.,The doctor told her she was pregnant with twins.,2,"{'lexical': 0.35, 'syntactic': 0.25, 'semantic': 0.85}",Jenny's been to see her mother.,1288,177527,invalid,1,9417,2022-10-03T16:13:26.093876Z,2022-10-03T16:13:26.093900Z,1.614
Jenny went to see her mother.,Jenny went to see her doctor.,Jenny was pregnant with her first child.,The doctor told her she was pregnant with twins.,2,"{'lexical': 0.55, 'syntactic': 0.3, 'semantic': 1.0}",Jenny visited her mother.,1288,177526,valid,1,9416,2022-10-03T16:13:23.834280Z,2022-10-03T16:13:23.834304Z,4.013
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.55, 'syntactic': 0.5, 'semantic': 1.0}",The matt's trying to make a pork fried rice.,2940,177525,invalid,1,9415,2022-10-03T16:13:19.101917Z,2022-10-03T16:13:19.101942Z,1.049
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.55, 'syntactic': 0.5, 'semantic': 0.8}",The meat of the meat was a pork.,2940,177524,invalid,1,9414,2022-10-03T16:13:17.181914Z,2022-10-03T16:13:17.181941Z,0.629
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.55, 'syntactic': 0.25, 'semantic': 1.0}",Matt's trying to make a Pork Fried Rice.,2940,177523,invalid,1,9413,2022-10-03T16:13:15.745974Z,2022-10-03T16:13:15.746002Z,0.578
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.5, 'syntactic': 0.55, 'semantic': 0.9}",The meat meat Matt tried to make a Pork Fried Rice.,2940,177522,invalid,1,9412,2022-10-03T16:13:14.477852Z,2022-10-03T16:13:14.477876Z,0.538
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.5, 'syntactic': 0.55, 'semantic': 0.75}",The meat meat Matt tried to make a Brown Pig.,2940,177521,invalid,1,9411,2022-10-03T16:13:13.266270Z,2022-10-03T16:13:13.266293Z,0.634
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.55, 'syntactic': 0.5, 'semantic': 0.85}",The meat meat was trying to make a pork fried rice.,2940,177520,invalid,1,9410,2022-10-03T16:13:12.162247Z,2022-10-03T16:13:12.162271Z,0.653
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.5, 'syntactic': 0.5, 'semantic': 0.8}",The meat of Matt was attempting to make a Pork Fried Rice.,2940,177519,invalid,1,9409,2022-10-03T16:13:10.771233Z,2022-10-03T16:13:10.771256Z,0.698
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.55, 'syntactic': 0.45, 'semantic': 0.8}","Well, matt tried to make a pork roll of rice.",2940,177518,invalid,1,9408,2022-10-03T16:13:09.274139Z,2022-10-03T16:13:09.274163Z,1.286
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.55, 'syntactic': 0.35, 'semantic': 0.9}",Matt's making a pork roll of rice.,2940,177517,invalid,1,9407,2022-10-03T16:13:07.373839Z,2022-10-03T16:13:07.373859Z,1.369
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.55, 'syntactic': 0.2, 'semantic': 0.8}",Matt was looking for pork fried rice.,2940,177516,invalid,1,9406,2022-10-03T16:13:05.257360Z,2022-10-03T16:13:05.257386Z,0.799
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.45, 'syntactic': 0.55, 'semantic': 0.7}",The meat meat was prepared by Matt.,2940,177515,invalid,1,9405,2022-10-03T16:13:03.680731Z,2022-10-03T16:13:03.680753Z,0.559
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.45, 'syntactic': 0.5, 'semantic': 0.9}",The meat meat-tattle experiment was made. Mattt tried to make a Por,2940,177514,invalid,1,9404,2022-10-03T16:13:02.401184Z,2022-10-03T16:13:02.401243Z,1.525
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.45, 'syntactic': 0.55, 'semantic': 0.75}",The meat meat meat was trying to get a pork fried rice.,2940,177513,invalid,1,9403,2022-10-03T16:13:00.157303Z,2022-10-03T16:13:00.157329Z,0.561
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.45, 'syntactic': 0.5, 'semantic': 0.85}",The meat meat-tattle experiment was made by Matt.,2940,177512,invalid,1,9402,2022-10-03T16:12:58.853919Z,2022-10-03T16:12:58.853944Z,1.191
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.4, 'syntactic': 0.5, 'semantic': 0.9}",The meat meat-taxt experimented. The meattt tried to make,2940,177511,invalid,1,9401,2022-10-03T16:12:56.965876Z,2022-10-03T16:12:56.965900Z,1.145
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 0.8}",The meat meat was trying to get a pork fried rice.,2940,177510,invalid,1,9400,2022-10-03T16:12:55.048304Z,2022-10-03T16:12:55.048325Z,0.592
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.45, 'syntactic': 0.4, 'semantic': 0.75}","Well, Matt was just trying to make a pork fried rice.",2940,177509,invalid,1,9399,2022-10-03T16:12:53.532645Z,2022-10-03T16:12:53.532672Z,0.747
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.55, 'syntactic': 0.4, 'semantic': 1.0}",Matt's making a pork fried rice.,2940,177508,invalid,1,9398,2022-10-03T16:12:51.873245Z,2022-10-03T16:12:51.873271Z,0.608
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 1.0}",The matt's making pigs fried rice.,2940,177507,invalid,1,9397,2022-10-03T16:12:45.653878Z,2022-10-03T16:12:45.653902Z,0.765
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.45, 'syntactic': 0.55, 'semantic': 0.85}",The meat meat meat was trying to get pork fried rice.,2940,177506,invalid,1,9396,2022-10-03T16:12:44.262074Z,2022-10-03T16:12:44.262103Z,0.685
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.3, 'syntactic': 0.5, 'semantic': 0.9}",The meat meat-taxt experiment was made. Matt tried to make a pork,2940,177505,invalid,1,9395,2022-10-03T16:12:42.849013Z,2022-10-03T16:12:42.849036Z,0.95
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.45, 'syntactic': 0.55, 'semantic': 0.9}",The meat meat meat was trying to make a pork fried rice.,2940,177504,invalid,1,9394,2022-10-03T16:12:41.215998Z,2022-10-03T16:12:41.216022Z,0.83
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.4, 'syntactic': 0.55, 'semantic': 0.7}","The meat meat was prepared by Matt, which was a pork fried rice.",2940,177503,invalid,1,9393,2022-10-03T16:12:39.485720Z,2022-10-03T16:12:39.485746Z,0.608
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.5, 'syntactic': 0.5, 'semantic': 1.0}",The meattiff was attempting to make a Pork Fried Rice.,2940,177502,invalid,1,9392,2022-10-03T16:12:38.280036Z,2022-10-03T16:12:38.280064Z,0.611
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.5, 'syntactic': 0.45, 'semantic': 0.9}","Well, Matt's been trying to make a pork roll of rice.",2940,177501,invalid,1,9391,2022-10-03T16:12:36.785946Z,2022-10-03T16:12:36.785971Z,0.659
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.55, 'syntactic': 0.45, 'semantic': 1.0}","Well, matt tried to make a pork fried rice.",2940,177500,invalid,1,9390,2022-10-03T16:12:35.177883Z,2022-10-03T16:12:35.177910Z,1.601
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.45, 'syntactic': 0.25, 'semantic': 0.85}",Matt was attempting to make a pork roll of rice.,2940,177499,invalid,1,9389,2022-10-03T16:12:32.849863Z,2022-10-03T16:12:32.849903Z,3.061
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.45, 'syntactic': 0.55, 'semantic': 1.0}",The matt's trying to make pork fried rice.,2940,177498,invalid,1,9388,2022-10-03T16:12:28.991337Z,2022-10-03T16:12:28.991363Z,0.839
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.2, 'syntactic': 0.55, 'semantic': 0.9}",The meat meat meat was trying to make pork fried rice.,2940,177497,invalid,1,9387,2022-10-03T16:12:27.166340Z,2022-10-03T16:12:27.166367Z,0.78
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.25, 'syntactic': 0.55, 'semantic': 0.8}",The meat meat meat was tried to make a pork fried rice.,2940,177496,invalid,1,9386,2022-10-03T16:12:25.633968Z,2022-10-03T16:12:25.633992Z,0.894
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.5, 'syntactic': 0.55, 'semantic': 0.7}",The meat meat was tried to make the pork fried rice.,2940,177495,invalid,1,9385,2022-10-03T16:12:20.286642Z,2022-10-03T16:12:23.305275Z,28.466
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.2, 'syntactic': 0.55, 'semantic': 0.7}",The meat meat was prepared by Matt to make a pork fried rice.,2940,177494,invalid,1,9384,2022-10-03T16:11:52.182018Z,2022-10-03T16:11:52.182043Z,0.584
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.2, 'syntactic': 0.5, 'semantic': 1.0}",The meattiff was attempting to make pork fried rice.,2940,177493,invalid,1,9383,2022-10-03T16:11:50.777839Z,2022-10-03T16:11:50.777863Z,0.511
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 0.9}",The meat meattiff was attempting to make a Pork Fried Rice.,2940,177492,invalid,1,9382,2022-10-03T16:11:49.401379Z,2022-10-03T16:11:49.401409Z,0.698
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.2, 'syntactic': 0.5, 'semantic': 0.85}",The meat meat was trying to make pork fried rice.,2940,177491,invalid,1,9381,2022-10-03T16:11:47.877701Z,2022-10-03T16:11:47.877722Z,0.651
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 0.85}",The meat meat was trying to get pork fried rice.,2940,177490,invalid,1,9380,2022-10-03T16:11:46.343636Z,2022-10-03T16:11:46.343659Z,1.121
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.55, 'syntactic': 0.45, 'semantic': 0.9}","Well, Matt's been trying to make a pork fried rice.",2940,177489,invalid,1,9379,2022-10-03T16:11:44.711562Z,2022-10-03T16:11:44.711584Z,0.813
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.45, 'syntactic': 0.35, 'semantic': 0.85}","Well, Matt was trying to make a pork fried rice.",2940,177488,invalid,1,9378,2022-10-03T16:11:43.201731Z,2022-10-03T16:11:43.201753Z,1.507
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.3, 'syntactic': 0.45, 'semantic': 0.7}","Oh, well, matt tried to make a pork fried rice.",2940,177487,invalid,1,9377,2022-10-03T16:11:40.843216Z,2022-10-03T16:11:40.843239Z,0.911
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.55, 'syntactic': 0.35, 'semantic': 0.8}",Matt's been trying to make a Pork Fried Rice.,2940,177486,invalid,1,9376,2022-10-03T16:11:39.487620Z,2022-10-03T16:11:39.487641Z,3.318
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.35, 'syntactic': 0.3, 'semantic': 0.85}",Matt's been trying to make a pork roll of rice.,2940,177485,invalid,1,9375,2022-10-03T16:11:35.703687Z,2022-10-03T16:11:35.703711Z,1.359
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.55, 'syntactic': 0.25, 'semantic': 0.85}",Matt was attempting to make a Pork Fried Rice.,2940,177484,invalid,1,9374,2022-10-03T16:11:33.677191Z,2022-10-03T16:11:33.677237Z,0.828
Matt tried to make pork fried rice.,Matt decided to put mayonnaise on some pasta.,Matt was hungry.,He decided to never experiment with pasta ever again.,2,"{'lexical': 0.55, 'syntactic': 0.2, 'semantic': 1.0}",Matt was trying to make a Pork Fried Rice.,2940,177483,invalid,1,9373,2022-10-03T16:11:32.318452Z,2022-10-03T16:11:32.318474Z,5.875
Rita was very excited that a stork was being her a sister.,Rita asked her teacher when the baby would come.,Rita's mom said the stork would bring her a baby sister soon.,She told her teacher it needed to bring her baby sister.,1,"{'lexical': 0.55, 'syntactic': 0.55, 'semantic': 1.0}",Rita's a stork's a sister.,2323,177482,invalid,1,9372,2022-10-03T16:11:26.011843Z,2022-10-03T16:11:26.011868Z,3.125
Rita was very excited that a stork was being her a sister.,Rita asked her teacher when the baby would come.,Rita's mom said the stork would bring her a baby sister soon.,She told her teacher it needed to bring her baby sister.,1,"{'lexical': 0.55, 'syntactic': 0.5, 'semantic': 1.0}",Rita's a big fan of her stork.,2323,177481,invalid,1,9371,2022-10-03T16:11:22.158561Z,2022-10-03T16:11:22.158582Z,1.063
