sentence1,sentence2,label
"PersonX drives the car As a result, PersonX wants to go home.",PersonX has been driving all night,1
"PersonX takes PersonX's exam As a result, PersonX wants to relax and go out with friends",PersonX lives in a seminary.,0
"PersonX takes PersonX's exam As a result, PersonX wants to relax and go out with friends",PersonX buys six bottles of wine.,1
"PersonX beats PersonY's brains out As a result, PersonX feels aggressive",PersonY started the fight,0
"PersonX beats PersonY's brains out As a result, PersonX feels aggressive",PersonY was innocent,1
"PersonX takes aim Before, PersonX needed find a weapon",PersonX verbally assails someone,0
"PersonX takes aim Before, PersonX needed find a weapon",PersonX is part of a firing squad,1
PersonX complies with PersonY request Because PersonX wanted to do something good,PersonY is a lawmaker.,0
PersonX complies with PersonY request Because PersonX wanted to do something good,PersonX likes to follow the rules.,1
PersonX sends PersonY to the store PersonX then make dinner,PersonX tells PersonY to pick up a pizza.,0
PersonX sends PersonY to the store PersonX then make dinner,PersonX starts stirring the pot.,1
PersonX leaves the beach Because PersonX wanted to go home,A thunderstorm is passing through,0
PersonX leaves the beach Because PersonX wanted to go home,PersonX is ready for dinner,1
PersonX changes PersonY's dress PersonX is seen as responsible,PersonX is unhappy about changing PersonY's dress.,0
PersonX changes PersonY's dress PersonX is seen as responsible,PersonX is PersonY's mother.,1
PersonX starts toward the door PersonX is seen as fresh,PersonX is tired having been woken up in the middle of the night,0
PersonX starts toward the door PersonX is seen as fresh,PersonX's hair is wet from the shower,1
PersonX is getting a raise Because PersonX wanted to earn more,PersonX doesn't care about money.,0
PersonX is getting a raise Because PersonX wanted to earn more,PersonX just started a new family.,1
PersonX makes it big Because PersonX wanted to be famous,PersonX didn't know they were being recorded until the video went viral.,0
PersonX makes it big Because PersonX wanted to be famous,PersonX has been performing their whole life.,1
"PersonX takes the food Before, PersonX needed to grab the food",The food is left on X's doorstep.,0
"PersonX takes the food Before, PersonX needed to grab the food",Many people had their hands out.,1
PersonX takes out the trash PersonX then personX gags from the smell,X uses scented garbage bags.,0
