sentence1,sentence2,label
"Foreign folk dancers are dressed in outfits of bright lime green, red and white tops, lime green headbands and red, blousy trousers and open-toed specialty shoes while dancing in a city street, while spectators enjoy the show. Folk dancers are entertaining the streets during a parade.",There are other people as part of the event.,1
"Foreign folk dancers are dressed in outfits of bright lime green, red and white tops, lime green headbands and red, blousy trousers and open-toed specialty shoes while dancing in a city street, while spectators enjoy the show. Folk dancers are entertaining the streets during a parade.","The dancers are on a stage, which seems to be the only event seen around.",0
"Foreign folk dancers are dressed in outfits of bright lime green, red and white tops, lime green headbands and red, blousy trousers and open-toed specialty shoes while dancing in a city street, while spectators enjoy the show. Folk dancers are entertaining the streets during a parade.",Behind the dancers are multiple floats moving slowly through the crowds.,1
"Foreign folk dancers are dressed in outfits of bright lime green, red and white tops, lime green headbands and red, blousy trousers and open-toed specialty shoes while dancing in a city street, while spectators enjoy the show. Folk dancers are entertaining the streets during a parade.",The parade starts two hours after their practice.,0
"Foreign folk dancers are dressed in outfits of bright lime green, red and white tops, lime green headbands and red, blousy trousers and open-toed specialty shoes while dancing in a city street, while spectators enjoy the show. Folk dancers are entertaining the streets during a parade.",People line the sidewalks as they watch.,1
"Foreign folk dancers are dressed in outfits of bright lime green, red and white tops, lime green headbands and red, blousy trousers and open-toed specialty shoes while dancing in a city street, while spectators enjoy the show. Folk dancers are entertaining the streets during a parade.",The crowd is in a circle around them.,0
"Foreign folk dancers are dressed in outfits of bright lime green, red and white tops, lime green headbands and red, blousy trousers and open-toed specialty shoes while dancing in a city street, while spectators enjoy the show. Folk dancers are entertaining the streets during a parade.",There are other entertainers on the street ahead of the dancers.,1
A woman in a blue shirt in a crowd. A woman is wearing her second favorite shirt.,The woman is happily showing off her shirt to people.,0
A woman in a blue shirt in a crowd. A woman is wearing her second favorite shirt.,The woman's favorite shirt is at the dry cleaner's.,1
A woman in a blue shirt in a crowd. A woman is wearing her second favorite shirt.,The shirt says “This is my favorite shirt!”,0
A woman in a blue shirt in a crowd. A woman is wearing her second favorite shirt.,The woman tells a man she is with that this isn’t her favorite shirt,1
A woman in a blue shirt in a crowd. A woman is wearing her second favorite shirt.,The shirt doesn't fit well at all.,0
A woman in a blue shirt in a crowd. A woman is wearing her second favorite shirt.,The shirt is very flattering.,1
A woman in a blue shirt in a crowd. A woman is wearing her second favorite shirt.,The woman has borrowed the shirt from her friend.,0
A woman in a blue shirt in a crowd. A woman is wearing her second favorite shirt.,She always feels lucky when she wears this shirt.,1
A woman in a blue shirt in a crowd. A woman is wearing her second favorite shirt.,The woman just bought the shirt.,0
A woman in a blue shirt in a crowd. A woman is wearing her second favorite shirt.,The shirt is well worn.,1
A person is riding a red motorcycle around a track. people are racing dirt bikes,The track is paved.,0
A person is riding a red motorcycle around a track. people are racing dirt bikes,Thick clouds of dust kick up behind each bike.,1
A person is riding a red motorcycle around a track. people are racing dirt bikes,The person is alone,0
A person is riding a red motorcycle around a track. people are racing dirt bikes,The person is being filmed by news cameras,1
A person is riding a red motorcycle around a track. people are racing dirt bikes,The motorcycle is a kid's ride at an amusement park.,0
A person is riding a red motorcycle around a track. people are racing dirt bikes,The red bike is in the lead.,1
A person is riding a red motorcycle around a track. people are racing dirt bikes,The person is racing a motorcycle along a paved course.,0
A person is riding a red motorcycle around a track. people are racing dirt bikes,The person races a bike with knobby tires through a dirt track.,1
A person is riding a red motorcycle around a track. people are racing dirt bikes,The track looks pristine and hard and very empty.,0
A person is riding a red motorcycle around a track. people are racing dirt bikes,"The sound of many bikes emanates from the track, which looks somewhat dirty and soiled.",1
A child playing with his building toys. A child plays with his toys outside.,It's raining outside.,0
A child playing with his building toys. A child plays with his toys outside.,The boy has a small sunburn.,1
A child playing with his building toys. A child plays with his toys outside.,It is raining.,0
A child playing with his building toys. A child plays with his toys outside.,It is sunny.,1
A child playing with his building toys. A child plays with his toys outside.,The child is on a mat in his room.,0
A child playing with his building toys. A child plays with his toys outside.,It is a cloudy day.,1
A child playing with his building toys. A child plays with his toys outside.,A child is annoying his mom who is cleaning the house.,0
A child playing with his building toys. A child plays with his toys outside.,A child is making the neighborhood dogs bark with how loud he is.,1
A child playing with his building toys. A child plays with his toys outside.,He is next to a bed,0
A child playing with his building toys. A child plays with his toys outside.,He is wearing sunscreen,1
Two men relaxing in a bakery There are two men enjoying a pastry.,The men work at the bakery.,0
Two men relaxing in a bakery There are two men enjoying a pastry.,The men are sitting at a table with coffee.,1
Two men relaxing in a bakery There are two men enjoying a pastry.,The bakery is closed for renovations and the two construction men are on a work break.,0
Two men relaxing in a bakery There are two men enjoying a pastry.,The men are sharing something covered in whipped cream.,1
Two men relaxing in a bakery There are two men enjoying a pastry.,They are employed at the bakery.,0
Two men relaxing in a bakery There are two men enjoying a pastry.,They are holding a pastry in hand.,1
Two men relaxing in a bakery There are two men enjoying a pastry.,They are drinking coffee.,0
Two men relaxing in a bakery There are two men enjoying a pastry.,They are holding donuts.,1
Two men relaxing in a bakery There are two men enjoying a pastry.,The men are ordering food,0
Two men relaxing in a bakery There are two men enjoying a pastry.,The men are wiping their mouths with napkins,1
Two men having an intense discussion over drinks. Two men having and intense discussion about who is the better football team.,The men are holding papers and pens and are in an office.,0
Two men having an intense discussion over drinks. Two men having and intense discussion about who is the better football team.,The men are in a sportsbar and are wearing football jerseys.,1
Two men having an intense discussion over drinks. Two men having and intense discussion about who is the better football team.,There is a political debate on tv.,0
Two men having an intense discussion over drinks. Two men having and intense discussion about who is the better football team.,There is a football game on TV.,1
Two men having an intense discussion over drinks. Two men having and intense discussion about who is the better football team.,The two men are about to start fist fighting.,0
Two men having an intense discussion over drinks. Two men having and intense discussion about who is the better football team.,The men are passionate about their sports teams.,1
Two men having an intense discussion over drinks. Two men having and intense discussion about who is the better football team.,One man pulls out a folder from their briefcase.,0
Two men having an intense discussion over drinks. Two men having and intense discussion about who is the better football team.,There is a tv on the wall showing a football game.,1
Two men having an intense discussion over drinks. Two men having and intense discussion about who is the better football team.,The men have files in front of them,0
Two men having an intense discussion over drinks. Two men having and intense discussion about who is the better football team.,The men are wearing jerseys,1
A young man is rollerblading while grinding on an arched rail. A young man rollerblades at a skate park.,the man jumps off and the security guard shouts at him,0
A young man is rollerblading while grinding on an arched rail. A young man rollerblades at a skate park.,the man jumps off and then goes up and down a half pipe,1
A young man is rollerblading while grinding on an arched rail. A young man rollerblades at a skate park.,The young man's mom is calling him from the house.,0
A young man is rollerblading while grinding on an arched rail. A young man rollerblades at a skate park.,The young man's friend is calling him from the other side.,1
A young man is rollerblading while grinding on an arched rail. A young man rollerblades at a skate park.,Behind the man is a sign that reads 'GoldenGate Bridge',0
A young man is rollerblading while grinding on an arched rail. A young man rollerblades at a skate park.,Surrounding the man are numerous skaters and lots of ramps.,1
A young man is rollerblading while grinding on an arched rail. A young man rollerblades at a skate park.,The man is skating in a cement pit with 2 ramps.,0
A young man is rollerblading while grinding on an arched rail. A young man rollerblades at a skate park.,Kids carrying schoolbooks are walking past him.,1
A young man is rollerblading while grinding on an arched rail. A young man rollerblades at a skate park.,The man is in front of the police station.,0
A young man is rollerblading while grinding on an arched rail. A young man rollerblades at a skate park.,There are many obstacles and ramps all around the man.,1
Several people walk up and down a set of stairs in an alleyway with graffiti painted on the walls Some graffiti artists are trying to gain inspiration by looking at others' work.,A person is in a suit and looks at his watch.,0
Several people walk up and down a set of stairs in an alleyway with graffiti painted on the walls Some graffiti artists are trying to gain inspiration by looking at others' work.,The people are taking pictures of the graffiti.,1
Several people walk up and down a set of stairs in an alleyway with graffiti painted on the walls Some graffiti artists are trying to gain inspiration by looking at others' work.,The graffiti in the alleyway all looks vastly different.,0
Several people walk up and down a set of stairs in an alleyway with graffiti painted on the walls Some graffiti artists are trying to gain inspiration by looking at others' work.,Some graffiti artists are taking notes on the art they see.,1
Several people walk up and down a set of stairs in an alleyway with graffiti painted on the walls Some graffiti artists are trying to gain inspiration by looking at others' work.,The people are wearing business suits.,0
Several people walk up and down a set of stairs in an alleyway with graffiti painted on the walls Some graffiti artists are trying to gain inspiration by looking at others' work.,The people are holding cans of spraypaint.,1
Several people walk up and down a set of stairs in an alleyway with graffiti painted on the walls Some graffiti artists are trying to gain inspiration by looking at others' work.,The people are carrying brushes and cleaning products.,0
Several people walk up and down a set of stairs in an alleyway with graffiti painted on the walls Some graffiti artists are trying to gain inspiration by looking at others' work.,The people are carrying cameras and are taking photos.,1
A picture of some women singing at mikes. Some women have had way too much to drink.,The woman are pregnant.,0
A picture of some women singing at mikes. Some women have had way too much to drink.,A sign in the background says 'ladies night - two for one drinks.',1
A picture of some women singing at mikes. Some women have had way too much to drink.,The women are singing in perfect harmony.,0
A picture of some women singing at mikes. Some women have had way too much to drink.,Several of the women have forgotten the lyrics.,1
A picture of some women singing at mikes. Some women have had way too much to drink.,The women are in a church choir.,0
A picture of some women singing at mikes. Some women have had way too much to drink.,The women are in a bar doing karaoke.,1
A picture of some women singing at mikes. Some women have had way too much to drink.,The women have a large audience in front of them clapping and cheering,0
A picture of some women singing at mikes. Some women have had way too much to drink.,The women are holding empty bottles of liquor in their hands,1
A picture of some women singing at mikes. Some women have had way too much to drink.,The women are all driving home that night.,0
A picture of some women singing at mikes. Some women have had way too much to drink.,The women are stumbling around.,1
A young man in tan shorts and green shirt is falling off his bicycle. The man is learning to ride a bike.,The bicycle's front wheel is broken.,0
A young man in tan shorts and green shirt is falling off his bicycle. The man is learning to ride a bike.,The young man's father is yelling to keep pedaling.,1
A young man in tan shorts and green shirt is falling off his bicycle. The man is learning to ride a bike.,The man has been drinking.,0
A young man in tan shorts and green shirt is falling off his bicycle. The man is learning to ride a bike.,Someone just let go of the back of the bike.,1
A young man in tan shorts and green shirt is falling off his bicycle. The man is learning to ride a bike.,The bicycle has a flat tire.,0
A young man in tan shorts and green shirt is falling off his bicycle. The man is learning to ride a bike.,There are training wheels on the bicycle.,1
A young man in tan shorts and green shirt is falling off his bicycle. The man is learning to ride a bike.,The wheel of the bike is dented.,0
A young man in tan shorts and green shirt is falling off his bicycle. The man is learning to ride a bike.,Someone is near him telling him to try again.,1
A young man in tan shorts and green shirt is falling off his bicycle. The man is learning to ride a bike.,He swerved too hard to avoid running over a baby bird that fluttered to the ground.,0
A young man in tan shorts and green shirt is falling off his bicycle. The man is learning to ride a bike.,It is his first day without training wheels.,1
A group of people stand on a brick path. A few people are waiting for a bus.,The group is off to see the Wizard and ask him to grant them various wishes.,0
A group of people stand on a brick path. A few people are waiting for a bus.,The bus is running a little late today.,1
A group of people stand on a brick path. A few people are waiting for a bus.,One of them has the Uber app open on their phone.,0
A group of people stand on a brick path. A few people are waiting for a bus.,One of them has the local bus schedules open on their phone.,1
A group of people stand on a brick path. A few people are waiting for a bus.,The people are walking a dog.,0
A group of people stand on a brick path. A few people are waiting for a bus.,The people holding a bus ticket each.,1
A group of people stand on a brick path. A few people are waiting for a bus.,The brick path winds through the middle of a botanical garden.,0
A group of people stand on a brick path. A few people are waiting for a bus.,At the end of the brick path is a bus route sign.,1
A group of people stand on a brick path. A few people are waiting for a bus.,The people have a horse with them,0
A group of people stand on a brick path. A few people are waiting for a bus.,The people are next to a schedule on a sign,1
Two climbers are sitting on top of a mountain attached to ropes. Climbers resting after a long ascent.,The climbers start screaming for help.,0
Two climbers are sitting on top of a mountain attached to ropes. Climbers resting after a long ascent.,Two climbers pose for a picture together and feel accomplished.,1
Two climbers are sitting on top of a mountain attached to ropes. Climbers resting after a long ascent.,The climber's car is at the top of the mountain.,0
Two climbers are sitting on top of a mountain attached to ropes. Climbers resting after a long ascent.,The climbers left their car at the base of the mountain.,1
Two climbers are sitting on top of a mountain attached to ropes. Climbers resting after a long ascent.,They are starting to climb back down.,0
Two climbers are sitting on top of a mountain attached to ropes. Climbers resting after a long ascent.,They are sitting back and enjoying the scenery.,1
Two climbers are sitting on top of a mountain attached to ropes. Climbers resting after a long ascent.,A rescue helicopter is approaching in the distance.,0
Two climbers are sitting on top of a mountain attached to ropes. Climbers resting after a long ascent.,One is drinking from a canteen while the other is eating a snack.,1
Two climbers are sitting on top of a mountain attached to ropes. Climbers resting after a long ascent.,The climbers are energetic.,0
Two climbers are sitting on top of a mountain attached to ropes. Climbers resting after a long ascent.,The climbers are out of breath.,1
The man walking down the alley. The man is scared,The man is calm and confident.,0
The man walking down the alley. The man is scared,The man is trembling.,1
The man walking down the alley. The man is scared,He takes this short cut almost everyday.,0
The man walking down the alley. The man is scared,It is dark and there are strange noises behind him.,1
The man walking down the alley. The man is scared,He whistles while he walks.,0
The man walking down the alley. The man is scared,He hands his wallet to a man with a gun.,1
The man walking down the alley. The man is scared,The man is whistling and looks relaxed.,0
The man walking down the alley. The man is scared,The man's eyes are wide open as he looks around and behind himself.,1
The man walking down the alley. The man is scared,The man has headphones in,0
The man walking down the alley. The man is scared,The man is holding his keys,1
A man is crossing the street and in the distance you can see a building under construction. The man is running across the street.,The man is using a cane.,0
A man is crossing the street and in the distance you can see a building under construction. The man is running across the street.,The man is young and swipes a woman as he passes and says 'Sorry'.,1
A man is crossing the street and in the distance you can see a building under construction. The man is running across the street.,The man is using crutches.,0
A man is crossing the street and in the distance you can see a building under construction. The man is running across the street.,The man is running late.,1
A man is crossing the street and in the distance you can see a building under construction. The man is running across the street.,The man is using a walker.,0
A man is crossing the street and in the distance you can see a building under construction. The man is running across the street.,The crosswalk light is blinking red.,1
A man is crossing the street and in the distance you can see a building under construction. The man is running across the street.,The man moves slowly across the street.,0
A man is crossing the street and in the distance you can see a building under construction. The man is running across the street.,"The man's arms are swinging, his legs are spread, and his feet are off the ground as he crosses.",1
A man is crossing the street and in the distance you can see a building under construction. The man is running across the street.,The man is on crutches.,0
A man is crossing the street and in the distance you can see a building under construction. The man is running across the street.,The sign telling people it's okay to walk across the street is about to change.,1
Several people are eating a meal outdoors at a restaurant. The weather is nice where the people are eating their food.,There are many clouds.,0
Several people are eating a meal outdoors at a restaurant. The weather is nice where the people are eating their food.,The sun is shining brightly.,1
Several people are eating a meal outdoors at a restaurant. The weather is nice where the people are eating their food.,The wind is blowing the napkins and empty wineglasses off the tables.,0
Several people are eating a meal outdoors at a restaurant. The weather is nice where the people are eating their food.,The sun is shining and the temperature is comfortable.,1
Several people are eating a meal outdoors at a restaurant. The weather is nice where the people are eating their food.,There are dark clouds to the south in the sky.,0
Several people are eating a meal outdoors at a restaurant. The weather is nice where the people are eating their food.,The sun is shining and it is warm.,1
Several people are eating a meal outdoors at a restaurant. The weather is nice where the people are eating their food.,There is snow on the ground.,0
Several people are eating a meal outdoors at a restaurant. The weather is nice where the people are eating their food.,The sun is shining brightly.,1
Several people are eating a meal outdoors at a restaurant. The weather is nice where the people are eating their food.,There are drops of water falling onto their plates from the sky.,0
Several people are eating a meal outdoors at a restaurant. The weather is nice where the people are eating their food.,The sun is shining brightly.,1
A woman wearing blue pants and a blue and pink shirt with a white cloth over her head is kneeling on front of several buckets and containers on the floor. A woman is cleaning the floor,The woman's pink shirt is a nice blouse.,0
A woman wearing blue pants and a blue and pink shirt with a white cloth over her head is kneeling on front of several buckets and containers on the floor. A woman is cleaning the floor,The woman is wearing yellow gloves.,1
A woman wearing blue pants and a blue and pink shirt with a white cloth over her head is kneeling on front of several buckets and containers on the floor. A woman is cleaning the floor,The woman is shopping for home storage.,0
A woman wearing blue pants and a blue and pink shirt with a white cloth over her head is kneeling on front of several buckets and containers on the floor. A woman is cleaning the floor,The buckets are filled with soapy water and the woman is holding a rag.,1
A woman wearing blue pants and a blue and pink shirt with a white cloth over her head is kneeling on front of several buckets and containers on the floor. A woman is cleaning the floor,There is no water in the buckets.,0
A woman wearing blue pants and a blue and pink shirt with a white cloth over her head is kneeling on front of several buckets and containers on the floor. A woman is cleaning the floor,The floor is wet.,1
A woman wearing blue pants and a blue and pink shirt with a white cloth over her head is kneeling on front of several buckets and containers on the floor. A woman is cleaning the floor,The woman has a paintbrush in her hand.,0
A woman wearing blue pants and a blue and pink shirt with a white cloth over her head is kneeling on front of several buckets and containers on the floor. A woman is cleaning the floor,The woman is holding a wet sponge.,1
A woman wearing blue pants and a blue and pink shirt with a white cloth over her head is kneeling on front of several buckets and containers on the floor. A woman is cleaning the floor,The buckets each contain different treats.,0
A woman wearing blue pants and a blue and pink shirt with a white cloth over her head is kneeling on front of several buckets and containers on the floor. A woman is cleaning the floor,The buckets contain soapy water.,1
A woman ventriloquist is playing with her colorful green and red dragon in a beautiful garden backdrop. A woman performer is on stage with her puppet performing for a group of school children.,The woman is performing for a group of retirees in a nursing home.,0
A woman ventriloquist is playing with her colorful green and red dragon in a beautiful garden backdrop. A woman performer is on stage with her puppet performing for a group of school children.,The children were excited to see the show in the middle of the school day.,1
A woman ventriloquist is playing with her colorful green and red dragon in a beautiful garden backdrop. A woman performer is on stage with her puppet performing for a group of school children.,The woman is sitting in front of a large mirror.,0
A woman ventriloquist is playing with her colorful green and red dragon in a beautiful garden backdrop. A woman performer is on stage with her puppet performing for a group of school children.,The woman is in a school assembly hall.,1
A woman ventriloquist is playing with her colorful green and red dragon in a beautiful garden backdrop. A woman performer is on stage with her puppet performing for a group of school children.,The woman is performing at a retirement center,0
