sentence1,sentence2,label
A bride and a groom are sitting by a tree smiling at one another. The couple just got married,The couple stop to take a few pictures before the ceremony.,0
A bride and a groom are sitting by a tree smiling at one another. The couple just got married,The couple decided to have their reception outdoors.,1
A bride and a groom are sitting by a tree smiling at one another. The couple just got married,"They were getting ready for their ""first look"" photos.",0
A bride and a groom are sitting by a tree smiling at one another. The couple just got married,They are taking wedding photos together.,1
The man with the beard is sitting in a bus staring forward. A man waiting for his stop on the bus.,The man is behind the wheel of the bus.,0
The man with the beard is sitting in a bus staring forward. A man waiting for his stop on the bus.,The man will get off at the next stop.,1
The man with the beard is sitting in a bus staring forward. A man waiting for his stop on the bus.,The Bus driver tells the man he needs to get off because he did not pay,0
The man with the beard is sitting in a bus staring forward. A man waiting for his stop on the bus.,The man keeps checking his google maps on his phone,1
The man with the beard is sitting in a bus staring forward. A man waiting for his stop on the bus.,The man is a PI assigned to follow one of the other passengers wherever he goes.,0
The man with the beard is sitting in a bus staring forward. A man waiting for his stop on the bus.,The man frequently checks to see what street the bus is on.,1
The man with the beard is sitting in a bus staring forward. A man waiting for his stop on the bus.,The bus driver says to the man 'So you take the money from them when they walk up like that',0
The man with the beard is sitting in a bus staring forward. A man waiting for his stop on the bus.,The bus driver says to the man 'Two more sir',1
The man with the beard is sitting in a bus staring forward. A man waiting for his stop on the bus.,There is a steering wheel in front of the man.,0
The man with the beard is sitting in a bus staring forward. A man waiting for his stop on the bus.,The man holds a bus route map in his hands.,1
The two people wearing green are sitting down and surrounded by empty seats. There are people sitting outdoors,The seats are heavily upholstered.,0
The two people wearing green are sitting down and surrounded by empty seats. There are people sitting outdoors,The seats are made out of canvas and wood.,1
The two people wearing green are sitting down and surrounded by empty seats. There are people sitting outdoors,The two people are inside an auditorium.,0
The two people wearing green are sitting down and surrounded by empty seats. There are people sitting outdoors,The sun is shining on them.,1
The two people wearing green are sitting down and surrounded by empty seats. There are people sitting outdoors,The two people are waiting for the NBA game to start.,0
The two people wearing green are sitting down and surrounded by empty seats. There are people sitting outdoors,It is the perfect night for an outdoor concert.,1
The two people wearing green are sitting down and surrounded by empty seats. There are people sitting outdoors,The movie ended but they just woke up and the usher overlooked them.,0
The two people wearing green are sitting down and surrounded by empty seats. There are people sitting outdoors,The recall all the good music they've heard at the amphitheater.,1
The two people wearing green are sitting down and surrounded by empty seats. There are people sitting outdoors,The people are inside a sports arena.,0
The two people wearing green are sitting down and surrounded by empty seats. There are people sitting outdoors,The stadium is almost empty after the game.,1
"A man with a blue shirt, SpongeBob shirts, clogs, and white tights stands on the street. The man is waiting for the mail.",The street is in the middle of a shopping district.,0
"A man with a blue shirt, SpongeBob shirts, clogs, and white tights stands on the street. The man is waiting for the mail.",He is standing next to a mail box.,1
"A man with a blue shirt, SpongeBob shirts, clogs, and white tights stands on the street. The man is waiting for the mail.",The man's mailbox is attached to his house.,0
"A man with a blue shirt, SpongeBob shirts, clogs, and white tights stands on the street. The man is waiting for the mail.",The man's mailbox is right off the road.,1
"A man with a blue shirt, SpongeBob shirts, clogs, and white tights stands on the street. The man is waiting for the mail.",The man doesn't know where he is.,0
"A man with a blue shirt, SpongeBob shirts, clogs, and white tights stands on the street. The man is waiting for the mail.",The man saw the mailman go by.,1
"A man with a blue shirt, SpongeBob shirts, clogs, and white tights stands on the street. The man is waiting for the mail.",The man has a tip jar in front of him and is speaking to children,0
"A man with a blue shirt, SpongeBob shirts, clogs, and white tights stands on the street. The man is waiting for the mail.",The man is next to a mailbox,1
"A man with a blue shirt, SpongeBob shirts, clogs, and white tights stands on the street. The man is waiting for the mail.",The man is waiting for his Uber to show up.,0
"A man with a blue shirt, SpongeBob shirts, clogs, and white tights stands on the street. The man is waiting for the mail.",The man's Amazon Prime Clothing order will be in today's mail.,1
Woman wearing black snow gear walking down a snow covered slope. The woman is going to shovel the sidewalk.,The woman is carrying a pair of skis.,0
Woman wearing black snow gear walking down a snow covered slope. The woman is going to shovel the sidewalk.,The woman is carrying a shovel.,1
Woman wearing black snow gear walking down a snow covered slope. The woman is going to shovel the sidewalk.,She is wearing skis.,0
Woman wearing black snow gear walking down a snow covered slope. The woman is going to shovel the sidewalk.,She is carrying a snow shovel.,1
Woman wearing black snow gear walking down a snow covered slope. The woman is going to shovel the sidewalk.,The woman is carrying a snowboard.,0
Woman wearing black snow gear walking down a snow covered slope. The woman is going to shovel the sidewalk.,The woman is wearing skiing gear.,0
Woman wearing black snow gear walking down a snow covered slope. The woman is going to shovel the sidewalk.,The woman is holding a snow shovel.,1
Woman wearing black snow gear walking down a snow covered slope. The woman is going to shovel the sidewalk.,The light of the full moon illuminated the path.,0
Woman wearing black snow gear walking down a snow covered slope. The woman is going to shovel the sidewalk.,The bundled up toddler also carried a miniature shovel.,1
A person in a hang-glider. A man is preparing to glide,A man is undoing his safety harness.,0
A person in a hang-glider. A man is preparing to glide,A man stands at the edge of a cliff.,1
A person in a hang-glider. A man is preparing to glide,The person in the glider is removing the straps and on low ground.,0
A person in a hang-glider. A man is preparing to glide,The person is high atop a ledge and someone next to him asks 'You ready?',1
A person in a hang-glider. A man is preparing to glide,The person is in the air.,0
A person in a hang-glider. A man is preparing to glide,The person is on the edge of a cliff with a hang glider.,1
A person in a hang-glider. A man is preparing to glide,The man is instructing someone how to hand-glide.,0
A person in a hang-glider. A man is preparing to glide,The man is getting instructed by someone how to hand-glide.,1
A person in a hang-glider. A man is preparing to glide,A person is looking to buy a hang glider.,0
A person in a hang-glider. A man is preparing to glide,A person putting on the equipment needed to jump.,1
A woman with a straw hat is sitting on steps outdoors. A woman is enjoying the weather.,It is thirty two degrees outside.,0
A woman with a straw hat is sitting on steps outdoors. A woman is enjoying the weather.,It is seventy two degrees outside.,1
A woman with a straw hat is sitting on steps outdoors. A woman is enjoying the weather.,There's a tornado a mile away from the woman's house.,0
A woman with a straw hat is sitting on steps outdoors. A woman is enjoying the weather.,It's the warmest day of winter.,1
A woman with a straw hat is sitting on steps outdoors. A woman is enjoying the weather.,The woman is fanning her face.,0
A woman with a straw hat is sitting on steps outdoors. A woman is enjoying the weather.,The woman is relaxed.,1
A woman with a straw hat is sitting on steps outdoors. A woman is enjoying the weather.,"The woman is waiting to be picked up by her date, who is running a bit late.",0
A woman with a straw hat is sitting on steps outdoors. A woman is enjoying the weather.,The woman's freckled nose wrinkles under the gorgeous breeze of the day.,1
A woman with a straw hat is sitting on steps outdoors. A woman is enjoying the weather.,The woman is hiding in shade,0
A woman with a straw hat is sitting on steps outdoors. A woman is enjoying the weather.,The woman is applying tanning lotion,1
A German shepherd leaps in midair. A dog leaps to catch a thrown frisbee.,The dog's owner is holding out a treat.,0
A German shepherd leaps in midair. A dog leaps to catch a thrown frisbee.,The dog's owner is playing with the dog.,1
A German shepherd leaps in midair. A dog leaps to catch a thrown frisbee.,The German shepherd works for the police department.,0
A German shepherd leaps in midair. A dog leaps to catch a thrown frisbee.,The dog is playing with his laid-back owner.,1
A German shepherd leaps in midair. A dog leaps to catch a thrown frisbee.,The German Shepard is leaping in the air to escape a snake that is attacking it.,0
A German shepherd leaps in midair. A dog leaps to catch a thrown frisbee.,The German Shepard and its owner are practicing for a competition.,1
A German shepherd leaps in midair. A dog leaps to catch a thrown frisbee.,The dog's owner has a basket of tennis balls beside him.,0
A German shepherd leaps in midair. A dog leaps to catch a thrown frisbee.,The dog's owner is a professional frisbee player.,1
A German shepherd leaps in midair. A dog leaps to catch a thrown frisbee.,The German shepherd leaps to get over a small obstacle.,0
A German shepherd leaps in midair. A dog leaps to catch a thrown frisbee.,The German shepherd jumps and snags a Frisbee in its mouth.,1
A man asleep on a plane in a dark photo. the man fell asleep on the plane to sweden,The plane was from American Airlines.,0
A man asleep on a plane in a dark photo. the man fell asleep on the plane to sweden,The plane was from Scandanavian Airlines.,1
A man asleep on a plane in a dark photo. the man fell asleep on the plane to sweden,The plane lands in a place with lots of cactus.,0
A man asleep on a plane in a dark photo. the man fell asleep on the plane to sweden,The plane lands in a place with lots of snow.,1
A man asleep on a plane in a dark photo. the man fell asleep on the plane to sweden,There is a tv with Asian people acting playing in front of him.,0
A man asleep on a plane in a dark photo. the man fell asleep on the plane to sweden,The flight attendant speaks in Swedish to another person.,1
A man asleep on a plane in a dark photo. the man fell asleep on the plane to sweden,The plane is flying west over Las Vegas,0
A man asleep on a plane in a dark photo. the man fell asleep on the plane to sweden,The plane has a Swedish flag on it,1
A man asleep on a plane in a dark photo. the man fell asleep on the plane to sweden,The plane is an old piece of war memorabilia.,0
A man asleep on a plane in a dark photo. the man fell asleep on the plane to sweden,The photo was taken by the mans wife.,1
"A cook is caught in the action of cooking, with steam billowing out from a series of pats. A cook is working in the kitchen preparing some food",The cook is boiling water to clean the kitchen with.,0
"A cook is caught in the action of cooking, with steam billowing out from a series of pats. A cook is working in the kitchen preparing some food",The cook adds pasta to the pots.,1
"A cook is caught in the action of cooking, with steam billowing out from a series of pats. A cook is working in the kitchen preparing some food",The pots are over a fire next to a stream.,0
"A cook is caught in the action of cooking, with steam billowing out from a series of pats. A cook is working in the kitchen preparing some food",The pots are on a commercial stove.,1
"A cook is caught in the action of cooking, with steam billowing out from a series of pats. A cook is working in the kitchen preparing some food",The cook forgot about the boiling pots of water.,0
"A cook is caught in the action of cooking, with steam billowing out from a series of pats. A cook is working in the kitchen preparing some food",The pots contain several different types of food.,1
"A cook is caught in the action of cooking, with steam billowing out from a series of pats. A cook is working in the kitchen preparing some food",The students in the class ask questions.,0
"A cook is caught in the action of cooking, with steam billowing out from a series of pats. A cook is working in the kitchen preparing some food",Orders from the waitstaff are building up.,1
"Boy crouched and gesturing with hands, inside of a tire. Boy shoots a middle finger inside the tire.",The boy  is using both hands.,0
"Boy crouched and gesturing with hands, inside of a tire. Boy shoots a middle finger inside the tire.",The boy took exception to something his friend said.,1
"Boy crouched and gesturing with hands, inside of a tire. Boy shoots a middle finger inside the tire.",He wants his friend to follow him,0
"Boy crouched and gesturing with hands, inside of a tire. Boy shoots a middle finger inside the tire.",His teacher begins to yell at him.,1
"Boy crouched and gesturing with hands, inside of a tire. Boy shoots a middle finger inside the tire.",Several fingers are outstretched.,0
"Boy crouched and gesturing with hands, inside of a tire. Boy shoots a middle finger inside the tire.",Only one finger is outstretched.,1
"Boy crouched and gesturing with hands, inside of a tire. Boy shoots a middle finger inside the tire.",His mother looks at him and smiles.,0
"Boy crouched and gesturing with hands, inside of a tire. Boy shoots a middle finger inside the tire.",His mother looks at him with her mouth wide open in horror.,1
"Boy crouched and gesturing with hands, inside of a tire. Boy shoots a middle finger inside the tire.",He is laughing and having fun.,0
"Boy crouched and gesturing with hands, inside of a tire. Boy shoots a middle finger inside the tire.",He is mad at his parents.,1
Two little girls with no facial expressions stand close to each other in a city. The children are standing close to each other trying to hide the broken window behind them,The two girls are bored and trying to find something to do.,0
Two little girls with no facial expressions stand close to each other in a city. The children are standing close to each other trying to hide the broken window behind them,The girls are doing their best to not look conspicuous.,1
Two little girls with no facial expressions stand close to each other in a city. The children are standing close to each other trying to hide the broken window behind them,They have never been to the city and find the cement and tall building intimidating.,0
Two little girls with no facial expressions stand close to each other in a city. The children are standing close to each other trying to hide the broken window behind them,A woman is asking them what the loud shattering noise she heard was caused by.,1
Two little girls with no facial expressions stand close to each other in a city. The children are standing close to each other trying to hide the broken window behind them,The girls are just talking about what they did in school that day.,0
Two little girls with no facial expressions stand close to each other in a city. The children are standing close to each other trying to hide the broken window behind them,There is broken glass around their feet.,1
Two little girls with no facial expressions stand close to each other in a city. The children are standing close to each other trying to hide the broken window behind them,The children are lost and looking for help.,0
Two little girls with no facial expressions stand close to each other in a city. The children are standing close to each other trying to hide the broken window behind them,The children try not to step on the broken glass.,1
Two little girls with no facial expressions stand close to each other in a city. The children are standing close to each other trying to hide the broken window behind them,The little girls are huddling together for warmth.,0
Two little girls with no facial expressions stand close to each other in a city. The children are standing close to each other trying to hide the broken window behind them,The little girls were throwing a ball in the house.,1
Children at a library in group waiting. A group of boys sit waiting in a library.,Some of the children have long hair,0
Children at a library in group waiting. A group of boys sit waiting in a library.,The children have comic books in their hands,1
Children at a library in group waiting. A group of boys sit waiting in a library.,It will be story time in a few minutes.,0
Children at a library in group waiting. A group of boys sit waiting in a library.,Sex education seems to work best in small same sex groups the librarian believes and the girls are scheduled for tomorrow.,1
Children at a library in group waiting. A group of boys sit waiting in a library.,The children all go to an all-girls school.,0
Children at a library in group waiting. A group of boys sit waiting in a library.,The children are part of an all-boys school.,1
Children at a library in group waiting. A group of boys sit waiting in a library.,The children belong to the local girl scouts group.,0
Children at a library in group waiting. A group of boys sit waiting in a library.,The boys belong to the local boy scouts group.,1
An event in which stands have been erected and large group of people are attracted takes place outside. The outdoor event draws a group of corporate tycoons.,Race cars sit on a track in front of the audience,0
An event in which stands have been erected and large group of people are attracted takes place outside. The outdoor event draws a group of corporate tycoons.,The people are all wearing suits and ties and most are older men,1
An event in which stands have been erected and large group of people are attracted takes place outside. The outdoor event draws a group of corporate tycoons.,The audience has casual clothing on.,0
An event in which stands have been erected and large group of people are attracted takes place outside. The outdoor event draws a group of corporate tycoons.,The audience has formal clothing on.,1
An event in which stands have been erected and large group of people are attracted takes place outside. The outdoor event draws a group of corporate tycoons.,A rapper is performing on a stage,0
An event in which stands have been erected and large group of people are attracted takes place outside. The outdoor event draws a group of corporate tycoons.,The stage has Angela Merkel on it,1
An event in which stands have been erected and large group of people are attracted takes place outside. The outdoor event draws a group of corporate tycoons.,There are people of all ages in the stands.,0
An event in which stands have been erected and large group of people are attracted takes place outside. The outdoor event draws a group of corporate tycoons.,The people in attendance are mostly men in expensive suits.,1
An event in which stands have been erected and large group of people are attracted takes place outside. The outdoor event draws a group of corporate tycoons.,The people are all in their bathing suits.,0
An event in which stands have been erected and large group of people are attracted takes place outside. The outdoor event draws a group of corporate tycoons.,Everyone at the event is wearing suits.,1
A boys jumps into the water upside down. A boy is at the lake jumping into the water,A diving board vibrates up and down,0
A boys jumps into the water upside down. A boy is at the lake jumping into the water,A man fishing in the background laughs,1
A boys jumps into the water upside down. A boy is at the lake jumping into the water,The water has chlorine in it.,0
A boys jumps into the water upside down. A boy is at the lake jumping into the water,Fish in the water swim away.,1
A boys jumps into the water upside down. A boy is at the lake jumping into the water,He dives from the board into the indoor pool.,0
A boys jumps into the water upside down. A boy is at the lake jumping into the water,He is hanging upside down on the rope when he lets go over the water.,1
A boys jumps into the water upside down. A boy is at the lake jumping into the water,the boy lands and the waves crash into him,0
A boys jumps into the water upside down. A boy is at the lake jumping into the water,the boy lands and the water shimmers and shakes,1
A boys jumps into the water upside down. A boy is at the lake jumping into the water,The boy jumps into the clear water of a swimming pool.,0
A boys jumps into the water upside down. A boy is at the lake jumping into the water,The jumps off the dock into a body of water lined with trees.,1
woman holding another to take a picture. two women are hugging.,The women are standing side by side.,0
woman holding another to take a picture. two women are hugging.,The women are facing each other.,1
woman holding another to take a picture. two women are hugging.,One woman has a hard time standing so the other helps to hold her up.,0
woman holding another to take a picture. two women are hugging.,The women are friends and want a picture of them together.,1
woman holding another to take a picture. two women are hugging.,The kidnapper is holding down her victim.,0
woman holding another to take a picture. two women are hugging.,The sisters haven't seen each other in two years.,1
woman holding another to take a picture. two women are hugging.,The women are holding hands.,0
woman holding another to take a picture. two women are hugging.,The person the woman is hugging has a long white beard.,0
woman holding another to take a picture. two women are hugging.,One woman says to the other person 'I love having you as my sister',1
"A blond man with a light beard, wearing a dark, short-sleeved shirt, bundles wheat. A bearded man labors on his family farm.",The man's boss is seated nearby.,0
"A blond man with a light beard, wearing a dark, short-sleeved shirt, bundles wheat. A bearded man labors on his family farm.",The man's son watches to learn how to bundle wheat.,1
"A blond man with a light beard, wearing a dark, short-sleeved shirt, bundles wheat. A bearded man labors on his family farm.",The mans family grows corn on their farm.,0
"A blond man with a light beard, wearing a dark, short-sleeved shirt, bundles wheat. A bearded man labors on his family farm.",The man has been bundling wheat for most of his life.,1
"A blond man with a light beard, wearing a dark, short-sleeved shirt, bundles wheat. A bearded man labors on his family farm.",The man shaved right before getting to work,0
"A blond man with a light beard, wearing a dark, short-sleeved shirt, bundles wheat. A bearded man labors on his family farm.",The priest is helping with chores,1
"A blond man with a light beard, wearing a dark, short-sleeved shirt, bundles wheat. A bearded man labors on his family farm.",No one else is with the man,0
"A blond man with a light beard, wearing a dark, short-sleeved shirt, bundles wheat. A bearded man labors on his family farm.",There are a women and children working with the man,1
"A blond man with a light beard, wearing a dark, short-sleeved shirt, bundles wheat. A bearded man labors on his family farm.",The man bundles the wheat in a feed store.,0
"A blond man with a light beard, wearing a dark, short-sleeved shirt, bundles wheat. A bearded man labors on his family farm.",The man bundles the wheat onto a wagon outside a barn.,1
"Crowd outside at night walking to their destination. People are walking at night, and some are going home.",There is a huge party happening all around the people.,0
"Crowd outside at night walking to their destination. People are walking at night, and some are going home.",Some people are carrying their work briefcases and look tired.,1
"Crowd outside at night walking to their destination. People are walking at night, and some are going home.",They walk up to a theater and pull out their concert tickets.,0
"Crowd outside at night walking to their destination. People are walking at night, and some are going home.",They say good night to each other.,1
"Crowd outside at night walking to their destination. People are walking at night, and some are going home.",The party is just starting.,0
"Crowd outside at night walking to their destination. People are walking at night, and some are going home.",The party is just getting over with.,1
"Crowd outside at night walking to their destination. People are walking at night, and some are going home.","People are walking at night, and some are going to their night shift.",0
"Crowd outside at night walking to their destination. People are walking at night, and some are going home.","People are walking at night, and some are ready to turn in for the night.",1
"Crowd outside at night walking to their destination. People are walking at night, and some are going home.",People are screaming while holding signs.,0
"Crowd outside at night walking to their destination. People are walking at night, and some are going home.",People are tired and ready to sleep.,1
A blond girl in a black shirt is writing something. a blong girl is dressed,The blonde girl isn't wearing any pants.,0
A blond girl in a black shirt is writing something. a blong girl is dressed,The blonde girl is wearing slack and high heels.,1
A blond girl in a black shirt is writing something. a blong girl is dressed,The shirt is the only clothing she has on,0
A blond girl in a black shirt is writing something. a blong girl is dressed,"She has on a black shirt, pants, and black boots.",1
A blond girl in a black shirt is writing something. a blong girl is dressed,The woman has to wear a black shirt as a uniform.,1
The actors wait inside the doors. The actors wait for their costars.,The actors wait for their cues off stage.,0
The actors wait inside the doors. The actors wait for their costars.,The actors wait for the full cast to begin rehearsal.,1
The actors wait inside the doors. The actors wait for their costars.,The actors' costars are know for punctuality.,0
The actors wait inside the doors. The actors wait for their costars.,The actors' costars are known for being very late.,1
The actors wait inside the doors. The actors wait for their costars.,The actors are looking at the stage manager and waiting for their cue.,0
The actors wait inside the doors. The actors wait for their costars.,Other actors walk toward the doors.,1
The actors wait inside the doors. The actors wait for their costars.,The director is running late.,0
The actors wait inside the doors. The actors wait for their costars.,The costars are running late.,1
The actors wait inside the doors. The actors wait for their costars.,Fans are waiting for the actors outside the doors,0
The actors wait inside the doors. The actors wait for their costars.,The actors keep looking at their watches and phones nervously,1
Lady taking children on a hike through the woods. A family is on a camping trip.,The lady is a school teacher.,0
Lady taking children on a hike through the woods. A family is on a camping trip.,The children love the lady very much.,1
Lady taking children on a hike through the woods. A family is on a camping trip.,There are 20 children with backpacks.,0
Lady taking children on a hike through the woods. A family is on a camping trip.,Both children hold her hands.,1
Lady taking children on a hike through the woods. A family is on a camping trip.,the lady leads about 20 similarly aged kids,0
Lady taking children on a hike through the woods. A family is on a camping trip.,the lady leads 2 kids and a man who is her age,1
Lady taking children on a hike through the woods. A family is on a camping trip.,The woman is a girl scout leader.,0
Lady taking children on a hike through the woods. A family is on a camping trip.,The children is carrying camping gear on their back.,1
Lady taking children on a hike through the woods. A family is on a camping trip.,The teacher takes children on a short field trip.,0
Lady taking children on a hike through the woods. A family is on a camping trip.,They need a good place to pitch their tent.,1
A windsurfer is balancing on choppy water. There is a windsurfer who fell in choppy water.,The windsurfer is standing on his board.,0
A windsurfer is balancing on choppy water. There is a windsurfer who fell in choppy water.,The windsurfer is totally dry.,1
A windsurfer is balancing on choppy water. There is a windsurfer who fell in choppy water.,The Windsurfer has very good balance.,0
A windsurfer is balancing on choppy water. There is a windsurfer who fell in choppy water.,The Windsurfer took a nasty spill.,1
A windsurfer is balancing on choppy water. There is a windsurfer who fell in choppy water.,The windsurfer's hair is dry.,0
A windsurfer is balancing on choppy water. There is a windsurfer who fell in choppy water.,The windsurfer's hair is wet.,1
A windsurfer is balancing on choppy water. There is a windsurfer who fell in choppy water.,They have great balance.,0
A windsurfer is balancing on choppy water. There is a windsurfer who fell in choppy water.,They are in the water.,1
A windsurfer is balancing on choppy water. There is a windsurfer who fell in choppy water.,The windsurfer is still relatively dry.,0
A windsurfer is balancing on choppy water. There is a windsurfer who fell in choppy water.,The windsurfer is coughing up water.,1
A man walks into a store in the shopping district. A man walks into a store to buy a present.,"The man says to the store clerk 'My friend has a real thick gold chain and I want one too, do you have one available?'",0
A man walks into a store in the shopping district. A man walks into a store to buy a present.,The man asks the clerk 'What's a good gift for a woman?',1
A man walks into a store in the shopping district. A man walks into a store to buy a present.,The man needs groceries,0
A man walks into a store in the shopping district. A man walks into a store to buy a present.,The man's wife's birthday is tomorrow,1
A man walks into a store in the shopping district. A man walks into a store to buy a present.,He looks at the ingredients of a recipe while in the store.,0
A man walks into a store in the shopping district. A man walks into a store to buy a present.,His smartphone pops ups a notification for his wife's upcoming birthday.,1
A man walks into a store in the shopping district. A man walks into a store to buy a present.,The mans shoes are falling apart,0
A man walks into a store in the shopping district. A man walks into a store to buy a present.,The man's wifes birthday is coming up.,1
A man walks into a store in the shopping district. A man walks into a store to buy a present.,It is his anniversary tomorrow.,0
A man walks into a store in the shopping district. A man walks into a store to buy a present.,He wants to return a shirt.,1
A dog completing a fitness excercise The dog is overweight.,The dog is a racing greyhound,0
A dog completing a fitness excercise The dog is overweight.,The dog's belly is large,1
A dog completing a fitness excercise The dog is overweight.,A judge gives him a score.,0
A dog completing a fitness excercise The dog is overweight.,A vet is watching them closely.,1
A dog completing a fitness excercise The dog is overweight.,The dog has been exercising for an hour.,0
A dog completing a fitness excercise The dog is overweight.,The dog is tired after five minutes.,1
A dog completing a fitness excercise The dog is overweight.,The dog is a K-9,0
A dog completing a fitness excercise The dog is overweight.,The owner has put the dog on a diet,1
A dog completing a fitness excercise The dog is overweight.,the dog is fluffy as it works,0
A dog completing a fitness excercise The dog is overweight.,the dog is small and light as it runs around continuously,1
Four people walk down an icy road away from camera Four people walk down an icy road in New York.,There is a Canadian flag outside.,0
Four people walk down an icy road away from camera Four people walk down an icy road in New York.,There is an Empire State sign outside.,1
Four people walk down an icy road away from camera Four people walk down an icy road in New York.,People walk past Fenway Park.,0
Four people walk down an icy road away from camera Four people walk down an icy road in New York.,People walk past Yankee Stadium.,1
Four people walk down an icy road away from camera Four people walk down an icy road in New York.,The people walk by a sign that says Chicago 100 Miles,0
Four people walk down an icy road away from camera Four people walk down an icy road in New York.,One person takes a photo of the Empire State Building,1
Four people walk down an icy road away from camera Four people walk down an icy road in New York.,The people are speaking Russian.,0
Four people walk down an icy road away from camera Four people walk down an icy road in New York.,The people are speaking English with a Bronx accent.,1
Four people walk down an icy road away from camera Four people walk down an icy road in New York.,Four people walk toward Lake Michigan.,0
Four people walk down an icy road away from camera Four people walk down an icy road in New York.,Four people walk toward Time's Square.,1
The sunshine behind a group of trees on a long rode. This is the first time the sun has shown today.,There are slush puddles around the trees after the snow from the previous night melted.,0
